Player,Rk,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Nation,Pos,Squad,Comp,Calculated_Age,Goals_per_minute,Goals_per_90,Assists_per_90
Mario Martín,1637,19.0,2004.0,2,0.0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Real Madrid,es La Liga,21.0,0.0,0.0,0.0
Mario Pašalić,2046,28.0,1995.0,34,23.0,2051,22.8,5,5,10,4,0,0,3,0,5.3500000000000005,4.85,4.1,9.55,48.0,129.0,74.0,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42,hr CRO,MF,Atalanta,it Serie A,30.0,0.0024366471734892786,0.21920210434020165,0.21920210434020165
Marius Bülter,403,30.0,1993.0,30,15.0,1351,15.0,1,4,5,1,0,0,3,0,1.4,1.4,3.4,4.9,37.0,60.0,107.0,0.07,0.27,0.33,0.07,0.33,0.1,0.23,0.32,0.1,0.32,de GER,"DF,FW",Hoffenheim,de Bundesliga,32.0,0.0007396449704142012,0.06662225183211193,0.2664890073284477
Marius Wolf,2782,28.0,1995.0,22,12.0,1166,13.0,0,1,1,0,0,0,2,0,0.6,0.6,1.6,2.2,36.0,59.0,79.0,0.0,0.08,0.08,0.0,0.08,0.04,0.13,0.17,0.04,0.17,de GER,DF,Dortmund,de Bundesliga,30.0,0.0,0.0,0.07686395080707148
Mark Flekken,884,30.0,1993.0,37,37.0,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.0,0.5,0.5,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,nl NED,GK,Brentford,eng Premier League,32.0,0.0,0.0,0.027389756231169543
Mark O'Mahony,1937,18.0,2005.0,3,1.0,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,ie IRL,FW,Brighton,eng Premier League,20.0,0.0,0.0,0.0
Mark Travers,2634,24.0,1999.0,4,4.0,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ie IRL,GK,Bournemouth,eng Premier League,26.0,0.0,0.0,0.0
Mark Uth,2661,31.0,1991.0,11,3.0,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12.0,13.0,29.0,0.0,0.24,0.24,0.0,0.24,0.445,0.3225,0.7750000000000001,0.395,0.7250000000000001,de GER,"MF,FW",Köln,de Bundesliga,34.0,0.0,0.0,0.24330900243309006
Marko Arnautović,139,34.0,1989.0,27,5.0,801,8.9,5,3,8,5,0,0,0,0,5.0,4.85,2.6,7.6,12.0,20.0,77.0,0.4,0.3,0.75,0.375,0.7249999999999999,0.445,0.29,0.7750000000000001,0.395,0.7250000000000001,at AUT,FW,Inter,it Serie A,36.0,0.006234413965087282,0.5611672278338945,0.3367003367003367
Marko Dmitrović,733,31.0,1992.0,13,13.0,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rs SRB,GK,Sevilla,es La Liga,33.0,0.0,0.0,0.0
Marko Milovanović,1758,19.0,2003.0,11,2.0,308,3.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,2.0,3.0,13.0,0.29,0.0,0.29,0.29,0.29,0.445,0.03,0.47,0.395,0.47,rs SRB,"FW,MF",Almería,es La Liga,22.0,0.003236245954692557,0.2932551319648094,0.0
Marko Mladenović,1782,18.0,2005.0,1,0.0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rs SRB,MF,Eint Frankfurt,de Bundesliga,20.0,0.0,0.0,0.0
Marley Aké,50,22.0,2001.0,1,0.0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,FW,Udinese,it Serie A,24.0,0.0,0.0,0.0
Marnon Busch,412,28.0,1994.0,16,5.0,595,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,15.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,de GER,DF,Heidenheim,de Bundesliga,31.0,0.0,0.0,0.0
Marquinhos,1626,20.0,2003.0,28,19.0,1691,18.8,0,1,1,0,0,0,1,0,0.7,0.7,1.2,1.9,20.0,118.0,14.0,0.0,0.06,0.06,0.0,0.06,0.18,0.3225,0.63,0.18,0.63,br BRA,"FW,MF",Nantes,fr Ligue 1,22.0,0.0,0.0,0.05316321105794789
Marshall Munetsi,1832,27.0,1996.0,27,25.0,2173,24.1,4,3,7,4,0,0,5,0,5.3500000000000005,4.85,1.0,7.2,19.0,67.0,81.0,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3,zw ZIM,MF,Reims,fr Ligue 1,29.0,0.0018399264029438822,0.16590626296142677,0.12442969722107008
Marten de Roon,2277,32.0,1991.0,30,29.0,2599,28.9,0,5,5,0,0,0,10,0,0.6,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,nl NED,"MF,DF",Atalanta,it Serie A,34.0,0.0,0.0,0.17295053614666206
Martin Dúbravka,776,34.0,1989.0,23,22.0,1985,22.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sk SVK,GK,Newcastle Utd,eng Premier League,36.0,0.0,0.0,0.0
Martin Erlic,823,25.0,1998.0,32,31.0,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,19.0,78.0,11.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,hr CRO,DF,Sassuolo,it Serie A,27.0,0.00038182512409316535,0.03435245620061834,0.0
Martin Hongla,1156,25.0,1998.0,28,18.0,1646,18.2,0,0,0,0,0,0,0,0,0.30000000000000004,0.30000000000000004,0.3,0.6000000000000001,9.0,73.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,cm CMR,MF,Hellas Verona,it Serie A,27.0,0.0,0.0,0.0
Martin Satriano,2366,22.0,2001.0,33,21.0,1864,20.7,4,4,8,4,0,0,4,0,5.3500000000000005,4.85,2.9,9.0,28.0,37.0,121.0,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43,uy URU,FW,Brest,fr Ligue 1,24.0,0.0021447721179624667,0.1931434089811685,0.1931434089811685
Martin Terrier,2575,26.0,1997.0,24,19.0,1527,17.0,5,3,10,5,0,0,2,0,5.2,4.85,2.6,7.8,28.0,58.0,112.0,0.4,0.18,0.59,0.375,0.59,0.31,0.15,0.46,0.31,0.46,fr FRA,"FW,MF",Rennes,fr Ligue 1,28.0,0.0032722513089005235,0.2939447383891828,0.1763668430335097
Martin Valjent,2666,27.0,1995.0,28,28.0,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22.0,61.0,27.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05,sk SVK,DF,Mallorca,es La Liga,30.0,0.0,0.0,0.038299502106472615
Martin Ødegaard,2849,24.0,1998.0,35,35.0,3091,34.3,5,5,10,5,0,0,2,0,5.3500000000000005,4.85,4.35,9.55,77.0,178.5,183.0,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,no NOR,MF,Arsenal,eng Premier League,27.0,0.0016170763260025874,0.14573010784027982,0.14573010784027982
Martín Payero,2059,24.0,1998.0,29,21.0,1796,20.0,2,2,4,2,0,0,6,0,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13,ar ARG,MF,Udinese,it Serie A,27.0,0.0011129660545353367,0.09995002498750624,0.09995002498750624
Martín Zubimendi,2846,24.0,1999.0,31,29.0,2654,29.5,4,1,5,4,0,0,5,0,2.7,2.7,1.5,4.1,34.0,152.0,27.0,0.14,0.03,0.17,0.14,0.17,0.09,0.05,0.14,0.09,0.14,es ESP,MF,Real Sociedad,es La Liga,26.0,0.0015065913370998117,0.13554727211114875,0.03388681802778719
Marvelous Nakamba,1865,29.0,1994.0,13,13.0,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,zw ZIM,MF,Luton Town,eng Premier League,31.0,0.0,0.0,0.0
Marvin,1649,23.0,2000.0,31,17.0,1855,20.6,0,2,2,0,0,0,5,0,0.9,0.9,2.5,3.5,60.0,36.0,177.0,0.0,0.1,0.1,0.0,0.1,0.05,0.12,0.17,0.05,0.17,es ESP,"FW,DF",Las Palmas,es La Liga,25.0,0.0,0.0,0.09704027171276078
Marvin Cuni,617,22.0,2001.0,22,6.0,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6.0,11.0,45.0,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28,al ALB,FW,Frosinone,it Serie A,24.0,0.001869158878504673,0.1692047377326565,0.0
Marvin Ducksch,777,29.0,1994.0,33,32.0,2696,30.0,5,5,10,5,0,0,9,0,5.3500000000000005,4.85,4.35,9.55,17.0,88.0,150.0,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,de GER,FW,Werder Bremen,de Bundesliga,31.0,0.0018539117538005192,0.16661112962345884,0.16661112962345884
Marvin Friedrich,912,27.0,1995.0,24,17.0,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,de GER,DF,Gladbach,de Bundesliga,30.0,0.0,0.0,0.0
Marvin Mehlem,1711,25.0,1997.0,20,19.0,1482,16.5,3,2,5,3,0,0,3,0,3.8,3.8,1.1,4.9,27.0,46.0,73.0,0.18,0.12,0.3,0.18,0.3,0.23,0.07,0.3,0.23,0.3,de GER,MF,Darmstadt 98,de Bundesliga,28.0,0.0020229265003371545,0.18170805572380375,0.12113870381586916
Marvin Pieringer,2127,23.0,1999.0,31,18.0,1513,16.8,3,3,6,3,0,0,5,0,2.3,2.3,2.1,4.4,28.0,41.0,72.0,0.18,0.18,0.36,0.18,0.36,0.14,0.13,0.26,0.14,0.26,de GER,"MF,FW",Heidenheim,de Bundesliga,26.0,0.0019815059445178335,0.1784651992861392,0.1784651992861392
Marvin Schwäbe,2393,28.0,1995.0,34,34.0,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,GK,Köln,de Bundesliga,30.0,0.0,0.0,0.0
Marvin Senaya,2411,22.0,2001.0,32,23.0,2138,23.8,1,1,2,1,0,0,5,0,1.2,1.2,2.8,4.0,48.0,74.0,81.0,0.04,0.04,0.08,0.04,0.08,0.05,0.12,0.17,0.05,0.17,tg TOG,"DF,MF",Strasbourg,fr Ligue 1,24.0,0.0004675081813931744,0.04199916001679966,0.04199916001679966
Masaya Okugawa,1958,27.0,1996.0,2,0.0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jp JPN,"FW,DF",Augsburg,de Bundesliga,29.0,0.0,0.0,0.0
Mason Burstow,411,19.0,2003.0,2,0.0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,FW,Chelsea,eng Premier League,22.0,0.0,0.0,0.0
Mason Greenwood,1033,21.0,2001.0,33,30.0,2662,29.6,5,5,10,5,0,0,6,0,5.3500000000000005,4.85,4.35,9.55,77.0,89.0,183.0,0.27,0.2,0.47,0.2,0.41,0.3,0.15,0.45,0.22,0.37,eng ENG,"MF,FW",Getafe,es La Liga,24.0,0.001877581674802854,0.16886187098953054,0.16886187098953054
Mason Holgate,1151,26.0,1996.0,10,9.0,710,7.9,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,eng ENG,DF,Sheffield Utd,eng Premier League,29.0,0.0,0.0,0.0
Mason Mount,1818,24.0,1999.0,14,5.0,516,5.7,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9.0,21.0,34.0,0.17,0.0,0.17,0.17,0.17,0.07,0.06,0.13,0.07,0.13,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26.0,0.0019342359767891683,0.17513134851138354,0.0
Massadio Haïdara,1091,30.0,1992.0,18,7.0,741,8.2,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,8.0,40.0,25.0,0.0,0.12,0.12,0.0,0.12,0.02,0.02,0.04,0.02,0.04,ml MLI,DF,Lens,fr Ligue 1,33.0,0.0,0.0,0.12180267965895251
Massamba Ndiaye,1878,21.0,2001.0,4,4.0,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,GK,Clermont Foot,fr Ligue 1,24.0,0.0,0.0,0.0
Matej Kovar,1381,23.0,2000.0,1,1.0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cz CZE,GK,Leverkusen,de Bundesliga,25.0,0.0,0.0,0.0
Matej Maglica,1559,24.0,1998.0,26,21.0,1698,18.9,1,0,1,1,0,0,7,0,0.6,0.6,0.7,1.2,11.0,62.0,5.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,hr CRO,DF,Darmstadt 98,de Bundesliga,27.0,0.0005885815185403178,0.052882072977260705,0.0
Mateo Kovačić,1379,29.0,1994.0,30,16.0,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,hr CRO,MF,Manchester City,eng Premier League,31.0,0.0006443298969072165,0.058105752469494475,0.0
Mateo Retegui,2217,24.0,1999.0,29,26.0,2216,24.6,5,2,9,5,0,0,5,0,5.3500000000000005,4.85,0.7,5.8,18.0,17.0,112.0,0.28,0.08,0.37,0.24,0.32,0.24,0.03,0.27,0.2,0.24,it ITA,FW,Genoa,it Serie A,26.0,0.0022552999548940008,0.20316944331572528,0.08126777732629012
Mateu Morey,1807,23.0,2000.0,3,2.0,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,es ESP,DF,Dortmund,de Bundesliga,25.0,0.0,0.0,0.0
Mateus Lusuardi,1541,19.0,2004.0,4,3.0,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,br BRA,DF,Frosinone,it Serie A,21.0,0.0,0.0,0.0
Mateusz Wieteska,2765,26.0,1997.0,21,12.0,1139,12.6,1,1,2,1,0,0,5,0,0.4,0.4,0.6,1.0,16.0,39.0,2.0,0.4,0.09,0.61,0.375,0.61,0.08,0.05,0.13,0.08,0.13,pl POL,DF,Cagliari,it Serie A,28.0,0.0008771929824561404,0.07930214115781127,0.07930214115781127
