Player,Rk,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Nation,Pos,Squad,Comp,Calculated_Age,Goals_per_minute,Goals_per_90,Assists_per_90
Abou Lô,1493,23.0,2000.0,6,2.0,197,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,sn SEN,"MF,DF",Metz,fr Ligue 1,25.0,0.0,0.0,0.0
Aboubacar Ali,72,17.0,2006.0,9,1.0,130,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,3.0,3.0,12.0,0.0,0.3,0.69,0.0,0.69,0.17,0.05,0.22,0.17,0.22,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,19.0,0.0,0.0,0.7092198581560284
Achraf Dari,641,24.0,1999.0,4,1.0,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,ma MAR,"DF,FW",Brest,fr Ligue 1,26.0,0.0,0.0,0.0
Achraf Hakimi,1093,24.0,1998.0,25,20.0,1932,21.5,4,5,9,4,0,0,3,0,4.2,4.2,4.35,9.4,77.0,178.5,183.0,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,ma MAR,DF,Paris S-G,fr Ligue 1,27.0,0.0020693222969477496,0.18596001859600184,0.2324500232450023
Adam Hložek,1146,21.0,2002.0,23,5.0,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4.0,14.0,13.0,33.0,0.39,0.3,0.75,0.375,0.7249999999999999,0.445,0.18,0.7750000000000001,0.395,0.7250000000000001,cz CZE,"MF,FW",Leverkusen,de Bundesliga,23.0,0.004347826086956522,0.39138943248532293,0.5870841487279844
Adam Lallana,1421,35.0,1988.0,25,13.0,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9.0,39.0,55.0,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27,eng ENG,"MF,FW",Brighton,eng Premier League,37.0,0.0,0.0,0.10626992561105207
Adam Marušić,1648,30.0,1992.0,37,37.0,3100,34.4,1,0,1,1,0,0,3,0,0.4,0.4,0.8,1.2,35.0,118.0,108.0,0.03,0.0,0.03,0.03,0.03,0.01,0.02,0.04,0.01,0.04,me MNE,DF,Lazio,it Serie A,33.0,0.0003224766204450177,0.029061319383900032,0.0
Adam Masina,1651,29.0,1994.0,20,11.0,1088,12.1,0,0,0,0,0,0,2,0,0.30000000000000004,0.30000000000000004,0.2,0.5,3.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,ma MAR,DF,Udinese,it Serie A,31.0,0.0,0.0,0.0
Adam Obert,1940,20.0,2002.0,17,10.0,941,10.5,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.1,14.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,sk SVK,DF,Cagliari,it Serie A,23.0,0.0,0.0,0.0
Adam Ounas,2008,26.0,1996.0,17,3.0,418,4.6,1,0,1,1,0,0,0,0,0.6,0.6,1.9,2.6,20.0,20.0,40.0,0.22,0.0,0.22,0.22,0.22,0.14,0.3225,0.55,0.14,0.55,dz ALG,FW,Lille,fr Ligue 1,29.0,0.002386634844868735,0.2169197396963124,0.0
Adam Smith,2459,32.0,1991.0,28,25.0,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24.0,89.0,28.0,0.0,0.08,0.08,0.0,0.08,0.0,0.05,0.06,0.0,0.06,eng ENG,DF,Bournemouth,eng Premier League,34.0,0.0,0.0,0.0836470096194061
Adam Webster,2749,28.0,1995.0,15,13.0,1144,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,eng ENG,DF,Brighton,eng Premier League,30.0,0.0,0.0,0.0
Adam Wharton,2760,19.0,2004.0,16,15.0,1297,14.4,0,3,3,0,0,0,2,0,0.3,0.3,2.4,2.8,14.0,79.0,10.0,0.0,0.21,0.21,0.0,0.21,0.02,0.17,0.19,0.02,0.19,eng ENG,MF,Crystal Palace,eng Premier League,21.0,0.0,0.0,0.2081887578070784
Adama Bojang,332,19.0,2004.0,9,0.0,83,0.9,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.445,0.05,0.7750000000000001,0.395,0.7250000000000001,gm GAM,FW,Reims,fr Ligue 1,21.0,0.0,0.0,0.0
Adama Traoré,2624,27.0,1996.0,17,1.0,377,4.2,2,3,5,2,0,0,2,0,1.5,1.5,0.7,2.2,29.0,16.0,48.0,0.4,0.3,0.75,0.375,0.7249999999999999,0.36,0.17,0.53,0.36,0.53,es ESP,"FW,MF",Fulham,eng Premier League,29.0,0.005291005291005291,0.4750593824228029,0.7125890736342043
Adel Mahamoud,1566,20.0,2003.0,1,0.0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,km COM,FW,Nantes,fr Ligue 1,22.0,0.0,0.0,0.0
Ademola Lookman,1504,25.0,1997.0,31,22.0,1894,21.0,5,5,10,5,0,0,4,0,5.3500000000000005,4.85,4.35,9.55,72.0,97.0,183.0,0.4,0.3,0.75,0.375,0.7249999999999999,0.43,0.25,0.68,0.395,0.68,ng NGA,"FW,MF",Atalanta,it Serie A,28.0,0.002638522427440633,0.23798191337458352,0.23798191337458352
Adnan Januzaj,1221,28.0,1995.0,8,0.0,193,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.3,0.28,0.3,be BEL,"FW,MF",Sevilla,es La Liga,30.0,0.0,0.0,0.0
Adri Bosch,349,22.0,2001.0,1,0.0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Granada,es La Liga,24.0,0.0,0.0,0.0
Adri Embarba,814,31.0,1992.0,36,29.0,2476,27.5,3,2,5,2,0,0,5,0,4.3,3.5,4.35,8.0,77.0,58.0,167.0,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29,es ESP,"FW,MF",Almería,es La Liga,33.0,0.0012111425111021397,0.10905125408942203,0.07270083605961468
Adrian Beck,245,26.0,1997.0,23,11.0,974,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17.0,29.0,43.0,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23,de GER,"MF,FW",Heidenheim,de Bundesliga,28.0,0.0010256410256410256,0.09250693802035152,0.09250693802035152
Adrian Grbić,1030,26.0,1996.0,1,0.0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,at AUT,FW,Lorient,fr Ligue 1,29.0,0.0,0.0,0.0
Adrien Lebeau,1452,24.0,1999.0,7,0.0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1.0,0.0,5.0,0.0,0.3,0.75,0.0,0.7249999999999999,0.1,0.3225,0.7750000000000001,0.1,0.7250000000000001,fr FRA,"MF,FW",Brest,fr Ligue 1,26.0,0.0,0.0,1.639344262295082
Adrien Rabiot,2167,28.0,1995.0,31,30.0,2651,29.5,5,3,8,5,0,0,8,0,3.5,3.4,4.1,7.4,72.0,120.0,106.0,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,fr FRA,MF,Juventus,it Serie A,30.0,0.001885369532428356,0.16943409013893596,0.10166045408336156
Adrien Tameze,2549,29.0,1994.0,29,25.0,2146,23.8,0,2,2,0,0,0,6,0,0.7,0.7,2.2,2.9,22.0,90.0,39.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,cm CMR,"DF,MF",Torino,it Serie A,31.0,0.0,0.0,0.08399832003359932
Adrien Thomasson,2586,29.0,1993.0,29,13.0,1193,13.3,1,2,3,1,0,0,2,0,3.8,3.8,3.9,7.7,20.0,68.0,121.0,0.08,0.15,0.23,0.08,0.23,0.29,0.29,0.58,0.29,0.58,fr FRA,MF,Lens,fr Ligue 1,32.0,0.0008375209380234506,0.07513148009015777,0.15026296018031554
Adrien Truffert,2641,21.0,2001.0,30,24.0,2145,23.8,1,2,3,1,0,0,6,0,1.7,1.7,1.8,3.5,51.0,98.0,181.0,0.04,0.08,0.13,0.04,0.13,0.07,0.08,0.15,0.07,0.15,fr FRA,DF,Rennes,fr Ligue 1,24.0,0.00046598322460391424,0.04199916001679966,0.08399832003359932
Adrià Altimira,84,22.0,2001.0,11,10.0,775,8.6,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,es ESP,"DF,MF",Villarreal,es La Liga,24.0,0.0,0.0,0.0
Adrià Pedrosa,2068,25.0,1998.0,31,15.0,1753,19.5,1,4,5,1,0,0,1,0,0.7,0.7,3.2,3.9,46.0,61.0,109.0,0.05,0.21,0.26,0.05,0.26,0.04,0.16,0.2,0.04,0.2,es ESP,DF,Sevilla,es La Liga,27.0,0.0005701254275940707,0.05125576627370579,0.20502306509482315
Adryelson,30,25.0,1998.0,2,0.0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,"DF,FW",Lyon,fr Ligue 1,27.0,0.0,0.0,0.0
Adson,31,22.0,2000.0,8,2.0,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,18.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,br BRA,"MF,FW",Nantes,fr Ligue 1,25.0,0.0,0.0,0.0
Adu Ares,131,21.0,2001.0,12,2.0,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,es ESP,FW,Athletic Club,es La Liga,24.0,0.0,0.0,0.0
Agustín Martegani,1629,23.0,2000.0,18,6.0,731,8.1,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,14.0,28.0,22.0,0.12,0.0,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13,ar ARG,MF,Salernitana,it Serie A,25.0,0.001366120218579235,0.12330456226880396,0.0
Ahmed Touba,2618,25.0,1998.0,6,3.0,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,dz ALG,DF,Lecce,it Serie A,27.0,0.0,0.0,0.0
Aiham Ousou,2010,23.0,2000.0,6,5.0,430,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,sy SYR,DF,Cádiz,es La Liga,25.0,0.0,0.0,0.0
Aihen Muñoz,1835,25.0,1997.0,21,11.0,1127,12.5,0,2,2,0,0,0,2,0,0.3,0.3,2.0,2.2,24.0,39.0,23.0,0.0,0.16,0.16,0.0,0.16,0.02,0.16,0.18,0.02,0.18,es ESP,DF,Real Sociedad,es La Liga,28.0,0.0,0.0,0.1598721023181455
Aimar Oroz,1992,21.0,2001.0,33,26.0,2339,26.0,2,1,3,1,0,0,3,0,3.5,2.8,1.6,4.4,52.0,103.0,126.0,0.08,0.04,0.12,0.04,0.08,0.14,0.06,0.2,0.11,0.17,es ESP,MF,Osasuna,es La Liga,24.0,0.0008547008547008547,0.07689350249903883,0.03844675124951941
Aingeru Olabarrieta,1960,17.0,2005.0,1,0.0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,es ESP,FW,Athletic Club,es La Liga,20.0,0.0,0.0,0.0
Ainsley Maitland-Niles,1573,25.0,1997.0,23,16.0,1432,15.9,1,4,5,0,0,0,1,0,3.0,2.2,2.1,4.2,26.0,76.0,82.0,0.06,0.25,0.31,0.0,0.25,0.19,0.13,0.32,0.14,0.27,eng ENG,"DF,MF",Lyon,fr Ligue 1,28.0,0.0006978367062107466,0.06285355122564425,0.251414204902577
Aitor Fernández,864,32.0,1991.0,7,6.0,551,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,GK,Osasuna,es La Liga,34.0,0.0,0.0,0.0
Aitor Paredes,2039,23.0,2000.0,34,31.0,2704,30.0,1,0,1,1,0,0,9,0,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,es ESP,DF,Athletic Club,es La Liga,25.0,0.0003696857670979667,0.033322225924691765,0.0
Aitor Ruibal,2296,27.0,1996.0,18,11.0,1017,11.3,2,1,3,2,0,0,5,0,0.8,0.8,1.3,2.1,22.0,54.0,50.0,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19,es ESP,"DF,FW",Betis,es La Liga,29.0,0.0019646365422396855,0.17683465959328026,0.08841732979664013
Akor Adams,19,23.0,2000.0,32,27.0,2252,25.0,5,1,9,5,0,0,2,0,5.3500000000000005,4.85,1.9,9.55,40.0,17.0,127.0,0.32,0.04,0.36,0.32,0.36,0.445,0.07,0.57,0.395,0.57,ng NGA,FW,Montpellier,fr Ligue 1,25.0,0.0022192632046160675,0.1999200319872051,0.03998400639744102
Alaa Bellaarouch,261,21.0,2002.0,15,15.0,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ma MAR,GK,Strasbourg,fr Ligue 1,23.0,0.0,0.0,0.0
Alan Matturro,1669,18.0,2004.0,6,1.0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,uy URU,DF,Genoa,it Serie A,21.0,0.0,0.0,0.0
Alan Virginius,2715,20.0,2003.0,16,13.0,1005,11.200000000000001,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,23.0,23.0,68.0,0.0,0.19,0.19,0.0,0.19,0.13,0.16999999999999998,0.29000000000000004,0.13,0.29000000000000004,fr FRA,FW,Lille,fr Ligue 1,22.0,0.0,0.0,0.1784121320249777
Alassane Pléa,2137,30.0,1993.0,27,24.0,1913,21.3,5,4,10,5,0,0,1,0,5.3500000000000005,4.85,4.0,9.55,56.0,115.0,157.0,0.33,0.19,0.52,0.28,0.47,0.33,0.19,0.52,0.29,0.48,fr FRA,"FW,MF",Gladbach,de Bundesliga,32.0,0.002612330198537095,0.23463162834350068,0.18770530267480054
Alban Lafont,1415,24.0,1999.0,28,28.0,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,GK,Nantes,fr Ligue 1,26.0,0.0,0.0,0.0
Albert Guðmundsson,1078,26.0,1997.0,35,34.0,3016,33.5,5,4,10,5,0,0,4,0,5.3500000000000005,4.85,4.35,9.55,77.0,120.0,168.0,0.4,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33,is ISL,"FW,MF",Genoa,it Serie A,28.0,0.0016572754391779914,0.14920919128618323,0.11936735302894659
Albert Sambi Lokonga,2330,23.0,1999.0,17,16.0,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,be BEL,MF,Luton Town,eng Premier League,26.0,0.0007668711656441718,0.06891798759476224,0.2067539627842867
Alberto Cerri,504,27.0,1996.0,12,10.0,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3.0,9.0,23.0,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23,it ITA,FW,Empoli,it Serie A,29.0,0.0018315018315018315,0.16366612111292964,0.0
Alberto Dadie,622,21.0,2002.0,1,0.0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Real Sociedad,es La Liga,23.0,0.0,0.0,0.0
Alberto Dossena,754,24.0,1998.0,35,33.0,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9.0,89.0,2.0,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13,it ITA,DF,Cagliari,it Serie A,27.0,0.000671591672263264,0.06040471156750227,0.12080942313500453
Alberto Grassi,1027,28.0,1995.0,27,22.0,1807,20.1,0,1,1,0,0,0,6,0,1.1,1.1,0.6,1.7,13.0,75.0,13.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09,it ITA,MF,Empoli,it Serie A,30.0,0.0,0.0,0.04972650422675285
Alberto Marí,1614,22.0,2001.0,16,2.0,276,3.1,1,1,2,0,0,0,0,0,1.8,1.2,0.9,2.0,2.0,6.0,13.0,0.33,0.3,0.65,0.0,0.33,0.445,0.28,0.7750000000000001,0.39,0.67,es ESP,FW,Valencia,es La Liga,24.0,0.0036101083032490976,0.3215434083601286,0.3215434083601286
Alberto Moleiro,1790,19.0,2003.0,28,21.0,1803,20.0,3,3,6,3,0,0,1,0,2.0,2.0,2.7,4.6,77.0,87.0,183.0,0.15,0.15,0.3,0.15,0.3,0.1,0.13,0.23,0.1,0.23,es ESP,"FW,MF",Las Palmas,es La Liga,22.0,0.0016629711751662971,0.14992503748125935,0.14992503748125935
Alberto Moreno,1803,31.0,1992.0,27,17.0,1484,16.5,2,2,4,2,0,0,5,0,0.7,0.7,1.6,2.4,26.0,55.0,79.0,0.12,0.12,0.24,0.12,0.24,0.04,0.1,0.14,0.04,0.14,es ESP,DF,Villarreal,es La Liga,33.0,0.0013468013468013469,0.12113870381586916,0.12113870381586916
Alberto Perea,2086,32.0,1990.0,2,0.0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225,0.7750000000000001,0.0,0.7250000000000001,es ESP,"MF,FW",Granada,es La Liga,35.0,0.0,0.0,0.0
Alberto Risco,2239,17.0,2005.0,4,1.0,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,es ESP,MF,Getafe,es La Liga,20.0,0.0,0.0,0.0
Alberto Soro,2479,24.0,1999.0,1,0.0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225,0.51,0.0,0.51,es ESP,MF,Granada,es La Liga,26.0,0.0,0.0,0.0
Aleix García,938,26.0,1997.0,37,36.0,3199,35.5,3,5,9,3,0,0,4,0,1.8,1.8,4.35,7.3,58.0,178.5,52.0,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21,es ESP,MF,Girona,es La Liga,28.0,0.0009375,0.08448324415657561,0.14080540692762603
Alejandro Balde,195,19.0,2003.0,18,15.0,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,es ESP,DF,Barcelona,es La Liga,22.0,0.0,0.0,0.06531678641410843
Alejandro Garnacho,953,19.0,2004.0,36,30.0,2565,28.5,5,4,10,5,0,0,4,0,5.3500000000000005,4.85,4.35,9.55,77.0,62.0,183.0,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47,ar ARG,FW,Manchester Utd,eng Premier League,21.0,0.0019485580670303975,0.175377060680463,0.14030164854437038
Alejandro Jiménez,1234,18.0,2005.0,3,0.0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,es ESP,DF,Milan,it Serie A,20.0,0.0,0.0,0.0
Alejandro Pozo Pozo,2152,24.0,1999.0,21,9.0,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,es ESP,"DF,MF",Almería,es La Liga,26.0,0.0,0.0,0.0
Alejo Véliz,2684,19.0,2003.0,14,0.0,85,1.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0.0,1.0,4.0,0.4,0.0,0.75,0.375,0.7249999999999999,0.445,0.0,0.7750000000000001,0.395,0.7250000000000001,ar ARG,FW,Tottenham,eng Premier League,22.0,0.011627906976744186,0.9900990099009901,0.0
Aleksandar Mitrović,1777,28.0,1994.0,1,0.0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.395,0.44,rs SRB,FW,Fulham,eng Premier League,31.0,0.0,0.0,0.0
Aleksandar Pavlovic,2057,19.0,2004.0,19,14.0,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14.0,105.0,14.0,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16,de GER,MF,Bayern Munich,de Bundesliga,21.0,0.0016286644951140066,0.14695077149155034,0.14695077149155034
Aleksandar Radovanović,2171,29.0,1993.0,9,8.0,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,rs SRB,DF,Almería,es La Liga,32.0,0.0,0.0,0.0
Aleksandar Sedlar,2400,31.0,1991.0,11,11.0,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,rs SRB,DF,Alavés,es La Liga,34.0,0.0010559662090813093,0.09514747859181732,0.0
Aleksandr Golovin,991,27.0,1996.0,25,25.0,2147,23.9,5,5,10,5,0,0,8,0,3.4,3.4,4.35,8.0,50.0,172.0,157.0,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,ru RUS,"MF,FW",Monaco,fr Ligue 1,29.0,0.0023277467411545625,0.20911752404851527,0.20911752404851527
Aleksei Miranchuk,1769,27.0,1995.0,27,12.0,1176,13.1,3,5,8,3,0,0,1,0,5.3500000000000005,4.85,4.1,9.5,41.0,75.0,122.0,0.23,0.3,0.61,0.23,0.61,0.41,0.31,0.72,0.395,0.72,ru RUS,"MF,FW",Atalanta,it Serie A,30.0,0.002548853016142736,0.2288329519450801,0.38138825324180015
Alessandro Bastoni,234,24.0,1999.0,28,28.0,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,it ITA,DF,Inter,it Serie A,26.0,0.00044072278536800354,0.03966679888932963,0.1190003966679889
Alessandro Buongiorno,405,24.0,1999.0,29,29.0,2527,28.1,3,0,3,3,0,0,7,0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,it ITA,DF,Torino,it Serie A,26.0,0.0011867088607594937,0.10672358591248665,0.0
Alessandro Deiola,663,27.0,1995.0,27,19.0,1608,17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19,it ITA,MF,Cagliari,it Serie A,30.0,0.0006215040397762585,0.05583472920156337,0.0
Alessandro Dellavalle,668,19.0,2004.0,1,0.0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Torino,it Serie A,21.0,0.0,0.0,0.0
Alessandro Di Pardo,687,24.0,1999.0,15,2.0,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,it ITA,"DF,MF",Cagliari,it Serie A,26.0,0.0,0.0,0.0
Alessandro Florenzi,885,32.0,1991.0,31,19.0,1732,19.2,1,4,5,1,0,0,5,0,1.7,1.7,3.4,5.1,29.0,106.0,50.0,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26,it ITA,DF,Milan,it Serie A,34.0,0.0005770340450086555,0.052056220718375845,0.20822488287350338
Alessandro Sorrentino,2480,21.0,2002.0,7,5.0,548,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Monza,it Serie A,23.0,0.0,0.0,0.0
Alessandro Vogliacco,2727,24.0,1998.0,20,14.0,1169,13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07,it ITA,DF,Genoa,it Serie A,27.0,0.0,0.0,0.07686395080707148
Alessandro Zanoli,2815,22.0,2000.0,21,10.0,973,10.799999999999999,0,2,2,0,0,0,4,0,0.2,0.2,1.8,1.9,29.0,32.0,48.0,0.0,0.2,0.2,0.0,0.2,0.02,0.17,0.19,0.02,0.19,it ITA,DF,Salernitana,it Serie A,25.0,0.0,0.0,0.18501387604070307
Alessio Cragno,602,29.0,1994.0,3,3.0,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Sassuolo,it Serie A,31.0,0.0,0.0,0.0
Alessio Romagnoli,2267,28.0,1995.0,29,26.0,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,it ITA,DF,Lazio,it Serie A,30.0,0.0,0.0,0.0
