Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
2485,Boubakary Soumaré,fr FRA,MC,Sevilla,es La Liga,24,1999,25.4,39,28,24,14,1,14,26,53.8,12,25,7,18,26,65,20,1,Matches,boubakary soumare,exact
2486,Issa Soumaré,sn SEN,BU,Le Havre,fr Ligue 1,22,2000,2.6,2,0,2,0,0,0,4,0.0,4,0,0,0,0,2,2,0,Matches,issa soumare,exact
2487,Vinicius Souza,br BRA,MC,Sheffield Utd,eng Premier League,24,1999,29.6,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75,1,Matches,vinicius souza,exact
2488,Djibril Sow,ch SUI,MIL,Sevilla,es La Liga,26,1997,16.2,28,21,15,8,5,9,25,36.0,16,20,3,17,17,45,8,1,Matches,djibril sow,exact
2489,Saidou Sow,gn GUI,DC,Strasbourg,fr Ligue 1,21,2002,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,Matches,saidou sow,exact
2490,Çağlar Söyüncü,tr TUR,DC,Atlético Madrid,es La Liga,27,1996,1.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,Matches,caglar soyuncu,exact
2491,Djed Spence,eng ENG,DEF,Genoa,it Serie A,22,2000,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28,0,Matches,djed spence,exact
2492,Stijn Spierings,nl NED,MC,Toulouse,fr Ligue 1,27,1996,16.8,53,40,26,20,7,29,52,55.8,23,22,5,17,26,79,32,0,Matches,stijn spierings,exact
2493,Stijn Spierings,nl NED,MC,Lens,fr Ligue 1,27,1996,1.3,1,0,0,1,0,1,1,100.0,0,2,1,1,2,3,1,0,Matches,stijn spierings,exact
2494,Leonardo Spinazzola,it ITA,MG,Roma,it Serie A,30,1993,14.6,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,Matches,leonardo spinazzola,exact
2495,Marco Sportiello,it ITA,G,Milan,it Serie A,31,1992,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,marco sportiello,exact
2496,Anton Stach,de GER,MC,Hoffenheim,de Bundesliga,24,1998,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67,1,Matches,anton stach,exact
2497,Anton Stach,de GER,MC,Mainz 05,de Bundesliga,24,1998,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5,0,Matches,anton stach,exact
2498,Jens Stage,dk DEN,MC,Werder Bremen,de Bundesliga,26,1996,25.9,52,22,21,23,8,18,50,36.0,32,42,23,19,23,75,55,0,Matches,jens stage,exact
2499,Benjamin Stambouli,fr FRA,MC,Reims,fr Ligue 1,32,1990,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8,0,Matches,benjamin stambouli,exact
2500,Josip Stanišić,hr CRO,DC,Leverkusen,de Bundesliga,23,2000,14.0,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,Matches,josip stanisic,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2501,Carl Starfelt,se SWE,DC,Celta Vigo,es La Liga,28,1995,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,Matches,carl starfelt,exact
2502,Niklas Stark,de GER,DC,Werder Bremen,de Bundesliga,28,1995,12.1,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61,1,Matches,niklas stark,exact
2503,Jason Steele,eng ENG,G,Brighton,eng Premier League,32,1990,17.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8,1,Matches,jason steele,exact
2504,Pascal Stenzel,de GER,DD,Stuttgart,de Bundesliga,27,1996,11.8,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26,0,Matches,pascal stenzel,exact
2505,Leonidas Stergiou,ch SUI,DD,Stuttgart,de Bundesliga,21,2002,6.6,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13,0,Matches,leonidas stergiou,exact
2506,Raheem Sterling,eng ENG,AG,Chelsea,eng Premier League,28,1994,22.0,21,10,7,8,6,12,26,46.2,14,13,0,13,13,34,9,1,Matches,raheem sterling,exact
2507,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,2000,1.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,trivante stewart,original
2508,Angelo Stiller,de GER,MDC,Hoffenheim,de Bundesliga,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,Matches,angelo stiller,exact
2509,Angelo Stiller,de GER,MDC,Stuttgart,de Bundesliga,22,2001,29.9,55,33,15,34,6,24,42,57.1,18,41,13,28,28,83,25,2,Matches,angelo stiller,exact
2510,Kevin Stöger,at AUT,MC,Bochum,de Bundesliga,29,1993,29.6,49,30,21,21,7,25,63,39.7,38,46,4,42,19,68,18,0,Matches,kevin stoger,exact
2511,Filip Stojilković,ch SUI,ATT,Darmstadt 98,de Bundesliga,23,2000,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches,filip stojilkovic,exact
2512,John Stones,eng ENG,DC,Manchester City,eng Premier League,29,1994,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0,Matches,john stones,exact
2513,Thomas Strakosha,al ALB,G,Brentford,eng Premier League,28,1995,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,thomas strakosha,exact
2514,Jørgen Strand Larsen,no NOR,BU,Celta Vigo,es La Liga,23,2000,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17,0,Matches,jørgen strand larsen,exact
2515,Gabriel Strefezza,br BRA,BU,Lecce,it Serie A,26,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11,0,Matches,gabriel strefezza,exact
2516,Kevin Strootman,nl NED,MIL,Genoa,it Serie A,33,1990,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22,0,Matches,kevin strootman,exact
2517,Cristhian Stuani,uy URU,BU,Girona,es La Liga,36,1986,8.9,14,11,4,6,4,4,7,57.1,3,9,2,7,5,19,13,0,Matches,cristhian stuani,exact
2518,Álex Suárez,es ESP,DD,Las Palmas,es La Liga,30,1993,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,Matches,alex suarez,exact
2519,Damián Suárez,uy URU,DD,Getafe,es La Liga,35,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0,Matches,damian suarez,exact
2520,Denis Suárez,es ESP,MC,Villarreal,es La Liga,29,1994,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,4,0,Matches,denis suarez,exact
2521,Gabriel Suazo,cl CHI,DG,Toulouse,fr Ligue 1,25,1997,26.2,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33,0,Matches,gabriel suazo,exact
2522,Isaac Success,ng NGA,BU,Udinese,it Serie A,27,1996,9.8,6,4,0,5,1,1,3,33.3,2,6,1,5,2,8,11,0,Matches,isaac success,exact
2523,Niklas Süle,de GER,DC,Dortmund,de Bundesliga,27,1995,16.8,18,10,14,3,1,11,16,68.8,5,25,14,11,25,43,58,2,Matches,niklas sule,exact
2524,Ibrahim Sulemana,gh GHA,MC,Cagliari,it Serie A,20,2003,14.9,36,14,15,15,6,17,27,63.0,10,24,5,19,7,43,23,0,Matches,ibrahim sulemana,exact
2525,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21,2002,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,48,8,0,Matches,tomas suslov,original
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2526,Suso,es ESP,MC,Sevilla,es La Liga,29,1993,16.9,24,17,14,8,2,8,28,28.6,20,9,0,9,5,29,4,0,Matches,suso,exact
2527,Mattias Svanberg,se SWE,MC,Wolfsburg,de Bundesliga,24,1999,19.1,37,17,8,19,10,12,38,31.6,26,25,5,20,21,58,28,0,Matches,mattias svanberg,exact
2528,Max Svensson,es ESP,ATT,Osasuna,es La Liga,,,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches,max svensson,exact
2529,Mile Svilar,rs SRB,G,Roma,it Serie A,23,1999,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches,mile svilar,exact
2530,Williot Swedberg,se SWE,BU,Celta Vigo,es La Liga,19,2004,4.9,9,4,3,6,0,5,8,62.5,3,11,1,10,0,9,4,0,Matches,williot swedberg,exact
2531,Karol Świderski,pl POL,BU,Hellas Verona,it Serie A,26,1997,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,8,0,Matches,karol swiderski,exact
2532,Abakar Sylla,ci CIV,DC,Strasbourg,fr Ligue 1,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,Matches,abakar sylla,exact
2533,Dembo Sylla,gn GUI,DEF,Lorient,fr Ligue 1,20,2002,0.5,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,Matches,dembo sylla,exact
2534,Issiaga Sylla,gn GUI,DG,Montpellier,fr Ligue 1,29,1994,16.2,28,17,20,6,2,16,34,47.1,18,21,7,14,23,51,53,0,Matches,issiaga sylla,exact
2535,Mamadou Sylla,sn SEN,ATT,Alavés,es La Liga,29,1994,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches,mamadou sylla,exact
2536,Attila Szalai,hu HUN,DC,Hoffenheim,de Bundesliga,25,1998,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7,0,Matches,attila szalai,exact
2537,Attila Szalai,hu HUN,DC,Freiburg,de Bundesliga,25,1998,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,Matches,attila szalai,exact
2538,Wojciech Szczęsny,pl POL,G,Juventus,it Serie A,33,1990,35.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2,Matches,wojciech szczesny,exact
2539,Dominik Szoboszlai,hu HUN,MC,Liverpool,eng Premier League,22,2000,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16,1,Matches,dominik szoboszlai,exact
2540,Przemysław Szymiński,pl POL,DEF,Frosinone,it Serie A,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,przemysław szyminski,exact
2541,Alexander Sørloth,no NOR,ATT,Villarreal,es La Liga,27,1995,27.7,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26,0,Matches,alexander sørloth,exact
2542,Musa Al-Taamari,jo JOR,AD,Montpellier,fr Ligue 1,26,1997,21.4,20,16,10,5,5,9,21,42.9,12,18,2,16,4,24,5,0,Matches,musa al-taamari,fuzzy:mousa al-tamari
2543,Nicolás Tagliafico,ar ARG,DG,Lyon,fr Ligue 1,30,1992,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,Matches,nicolas tagliafico,exact
2544,Jonathan Tah,de GER,DC,Leverkusen,de Bundesliga,27,1996,29.2,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97,1,Matches,jonathan tah,exact
2545,Montassar Talbi,tn TUN,DC,Lorient,fr Ligue 1,25,1998,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,Matches,montassar talbi,exact
2546,Yassin Tallal,es ESP,FW,Getafe,es La Liga,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,yassin tallal,original
2547,Adrien Tameze,cm CMR,DC,Torino,it Serie A,29,1994,23.8,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,Matches,adrien tameze,exact
2548,Renato Tapia,pe PER,MC,Celta Vigo,es La Liga,28,1995,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,Matches,renato tapia,exact
2549,Edmond Tapsoba,bf BFA,DC,Leverkusen,de Bundesliga,24,1999,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,Matches,edmond tapsoba,exact
2550,Matt Targett,eng ENG,DG,Newcastle Utd,eng Premier League,27,1995,0.9,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,Matches,matt targett,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2551,Oussama Targhalline,ma MAR,MC,Le Havre,fr Ligue 1,21,2002,11.4,23,11,16,7,0,15,25,60.0,10,9,3,6,20,43,14,2,Matches,oussama targhalline,exact
2552,James Tarkowski,eng ENG,DC,Everton,eng Premier League,30,1992,38.0,61,42,46,14,1,27,48,56.3,21,82,56,26,56,117,191,2,Matches,james tarkowski,exact
2553,César Tárrega,es ESP,DF,Valencia,es La Liga,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,cesar tarrega,original
2554,Jimi Tauriainen,eng ENG,MIL,Chelsea,eng Premier League,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,jimi tauriainen,exact
2555,Nuno Tavares,pt POR,DG,Nott'ham Forest,eng Premier League,23,2000,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,Matches,nuno tavares,exact
2556,Marcus Tavernier,eng ENG,AG,Bournemouth,eng Premier League,24,1999,23.5,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23,0,Matches,marcus tavernier,exact
2557,Elayis Tavsan,nl NED,ATT,Hellas Verona,it Serie A,22,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,elayis tavsan,exact
2558,Charlie Taylor,eng ENG,DG,Burnley,eng Premier League,29,1993,25.9,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,Matches,charlie taylor,exact
2559,Marciano Tchami,gw GNB,"FW,MF",Almería,es La Liga,19,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,marciano tchami,original
2560,Loum Tchaouna,fr FRA,ATT,Salernitana,it Serie A,19,2003,23.3,20,10,5,13,2,10,20,50.0,10,20,1,19,4,24,16,1,Matches,loum tchaouna,exact
2561,Jackson Tchatchoua,cm CMR,DD,Hellas Verona,it Serie A,21,2001,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2,Matches,jackson tchatchoua,exact
2562,Enzo Tchato,cm CMR,DD,Montpellier,fr Ligue 1,20,2002,12.5,26,17,18,4,4,11,25,44.0,14,20,7,13,11,37,25,0,Matches,enzo tchato,exact
2563,Aurélien Tchouaméni,fr FRA,MDC,Real Madrid,es La Liga,23,2000,22.1,38,23,19,17,2,9,18,50.0,9,21,13,8,28,66,52,1,Matches,aurelien tchouameni,exact
2564,Mathys Tel,fr FRA,AD,Bayern Munich,de Bundesliga,18,2005,11.7,12,2,3,4,5,4,6,66.7,2,11,0,11,6,18,6,0,Matches,mathys tel,exact
2565,Nathan Tella,ng NGA,MOC,Leverkusen,de Bundesliga,24,1999,9.1,13,8,6,5,2,5,10,50.0,5,10,0,10,3,16,8,0,Matches,nathan tella,exact
2566,Nahuel Tenaglia,ar ARG,DC,Alavés,es La Liga,27,1996,12.7,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,Matches,nahuel tenaglia,exact
2567,Arnau Tenas,es ESP,G,Paris S-G,fr Ligue 1,22,2001,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,arnau tenas,exact
2568,Marc-André ter Stegen,de GER,G,Barcelona,es La Liga,31,1992,28.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches,marc-andre ter stegen,exact
2569,Filippo Terracciano,it ITA,DG,Hellas Verona,it Serie A,20,2003,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0,Matches,filippo terracciano,exact
2570,Filippo Terracciano,it ITA,DG,Milan,it Serie A,20,2003,0.8,2,2,1,1,0,1,3,33.3,2,3,0,3,0,2,1,0,Matches,filippo terracciano,exact
2571,Pietro Terracciano,it ITA,G,Fiorentina,it Serie A,33,1990,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,0,Matches,pietro terracciano,exact
2572,Ramón Terrats,es ESP,MC,Villarreal,es La Liga,22,2000,8.7,17,13,8,8,1,7,15,46.7,8,11,1,10,3,20,9,0,Matches,ramon terrats,exact
2573,Martin Terrier,fr FRA,BU,Rennes,fr Ligue 1,26,1997,17.0,14,9,3,8,3,6,14,42.9,8,21,4,17,9,23,17,0,Matches,martin terrier,exact
2574,Kenny Tete,nl NED,DD,Fulham,eng Premier League,27,1995,9.6,27,17,19,6,2,11,19,57.9,8,10,3,7,16,43,35,0,Matches,kenny tete,exact
2575,Benjamin Tetteh,gh GHA,BU,Metz,fr Ligue 1,26,1997,3.1,6,6,1,5,0,4,7,57.1,3,0,0,0,0,6,1,0,Matches,benjamin tetteh,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2576,Teddy Teuma,mt MLT,MC,Reims,fr Ligue 1,29,1993,23.5,54,36,19,21,14,25,62,40.3,37,33,4,29,20,74,6,0,Matches,teddy teuma,exact
2577,Florian Thauvin,fr FRA,BU,Udinese,it Serie A,30,1993,19.0,7,4,2,4,1,4,13,30.8,9,9,1,8,3,10,2,0,Matches,florian thauvin,exact
2578,Arthur Theate,be BEL,DC,Rennes,fr Ligue 1,23,2000,25.5,30,17,19,6,5,24,37,64.9,13,40,23,17,31,61,90,2,Matches,arthur theate,exact
2579,Norman Theuerkauf,de GER,MDC,Heidenheim,de Bundesliga,36,1987,14.0,24,16,13,7,4,13,22,59.1,9,16,6,10,14,38,21,0,Matches,norman theuerkauf,exact
2580,Malick Thiaw,de GER,DC,Milan,it Serie A,21,2001,18.0,34,17,15,17,2,12,25,48.0,13,23,13,10,13,47,55,0,Matches,malick thiaw,exact
2581,Jan Thielmann,de GER,BU,Köln,de Bundesliga,21,2002,17.5,28,18,13,9,6,12,24,50.0,12,31,6,25,8,36,28,0,Matches,jan thielmann,exact
2582,Denis Thomalla,de GER,MC,Heidenheim,de Bundesliga,30,1992,5.0,9,6,4,4,1,5,11,45.5,6,3,2,1,4,13,13,0,Matches,denis thomalla,exact
2583,Luke Thomas,eng ENG,MG,Sheffield Utd,eng Premier League,22,2001,10.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,Matches,luke thomas,exact
2584,Adrien Thomasson,fr FRA,MOC,Lens,fr Ligue 1,29,1993,13.3,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,Matches,adrien thomasson,exact
2585,Morten Thorsby,no NOR,MIL,Genoa,it Serie A,27,1996,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,23,20,0,Matches,morten thorsby,exact
2586,Kristian Thorstvedt,no NOR,MOC,Sassuolo,it Serie A,24,1999,26.6,40,22,7,28,5,22,44,50.0,22,25,9,16,21,61,36,0,Matches,kristian thorstvedt,exact
2587,Khéphren Thuram,fr FRA,MC,Nice,fr Ligue 1,22,2001,23.4,42,29,13,23,6,20,40,50.0,20,21,10,11,18,60,37,0,Matches,khephren thuram,exact
2588,Marcus Thuram,fr FRA,BU,Inter,it Serie A,25,1997,29.9,23,15,9,9,5,4,13,30.8,9,26,3,23,4,27,19,0,Matches,marcus thuram,exact
2589,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24,1999,15.3,40,20,23,12,5,16,40,40.0,24,19,2,17,10,50,14,0,Matches,cheikh tidiane sabaly,original
2590,Youri Tielemans,be BEL,MC,Aston Villa,eng Premier League,26,1997,18.0,41,20,17,18,6,16,40,40.0,24,23,3,20,15,56,9,0,Matches,youri tielemans,exact
2591,Kieran Tierney,sct SCO,DEF,Real Sociedad,es La Liga,26,1997,13.8,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,Matches,kieran tierney,exact
2592,Phillip Tietz,de GER,BU,Augsburg,de Bundesliga,26,1997,26.5,23,14,7,13,3,6,15,40.0,9,17,3,14,6,29,35,0,Matches,phillip tietz,exact
2593,Steffen Tigges,de GER,BU,Köln,de Bundesliga,25,1998,8.1,10,6,4,5,1,3,7,42.9,4,4,2,2,1,11,12,0,Matches,steffen tigges,exact
2594,Antonio Tikvić,hr CRO,DEF,Udinese,it Serie A,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,antonio tikvic,exact
2595,Jurriën Timber,nl NED,DG,Arsenal,eng Premier League,22,2001,0.8,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0,Matches,jurrien timber,exact
2596,Jean-Clair Todibo,fr FRA,DC,Nice,fr Ligue 1,23,1999,29.5,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,Matches,jean-clair todibo,exact
2597,Harry Toffolo,eng ENG,DG,Nott'ham Forest,eng Premier League,27,1995,16.2,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,Matches,harry toffolo,exact
2598,Umut Tohumcu,de GER,MC,Hoffenheim,de Bundesliga,18,2004,11.2,16,12,9,7,0,6,19,31.6,13,11,1,10,6,22,12,0,Matches,umut tohumcu,exact
2599,Corentin Tolisso,fr FRA,MC,Lyon,fr Ligue 1,28,1994,19.3,33,21,13,11,9,14,33,42.4,19,26,9,17,10,43,18,0,Matches,corentin tolisso,exact
2600,Jeremy Toljan,de GER,DD,Sassuolo,it Serie A,28,1994,23.1,13,10,8,4,1,9,15,60.0,6,17,5,12,16,29,49,1,Matches,jeremy toljan,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2601,Rafael Tolói,it ITA,DC,Atalanta,it Serie A,32,1990,10.7,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,Matches,rafael toloi,exact
2602,Raúl de Tomás,es ESP,BU,Rayo Vallecano,es La Liga,28,1994,14.1,9,5,4,3,2,3,6,50.0,3,3,0,3,1,10,8,0,Matches,raul de tomas,exact
2603,Tiago Tomás,pt POR,BU,Wolfsburg,de Bundesliga,21,2002,11.5,5,2,3,0,2,1,6,16.7,5,13,0,13,3,8,9,0,Matches,tiago tomas,exact
2604,Takehiro Tomiyasu,jp JPN,DG,Arsenal,eng Premier League,24,1998,12.8,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,Matches,takehiro tomiyasu,exact
2605,James Tomkins,eng ENG,DEF,Crystal Palace,eng Premier League,34,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,james tomkins,exact
2606,Fikayo Tomori,eng ENG,DC,Milan,it Serie A,25,1997,23.6,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,Matches,fikayo tomori,exact
2607,Sandro Tonali,it ITA,MC,Newcastle Utd,eng Premier League,23,2000,4.9,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,Matches,sandro tonali,exact
2608,Ivan Toney,eng ENG,BU,Brentford,eng Premier League,27,1996,16.1,15,5,2,7,6,6,14,42.9,8,5,1,4,10,25,18,0,Matches,ivan toney,exact
2609,Pablo Torre,es ESP,MOC,Girona,es La Liga,20,2003,7.8,5,2,0,5,0,4,10,40.0,6,10,2,8,4,9,6,1,Matches,pablo torre,exact
2610,Raúl Torrente,es ESP,DC,Granada,es La Liga,21,2001,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,Matches,raul torrente,exact
2611,Ferrán Torres,es ESP,BU,Barcelona,es La Liga,23,2000,13.5,9,6,1,6,2,5,16,31.3,11,7,1,6,5,14,6,0,Matches,ferran torres,exact
2612,Óliver Torres,es ESP,MC,Sevilla,es La Liga,28,1994,18.0,37,22,17,15,5,22,57,38.6,35,40,4,36,6,43,6,0,Matches,oliver torres,exact
2613,Pau Torres,es ESP,DC,Aston Villa,eng Premier League,26,1997,27.4,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,Matches,pau torres,exact
2614,Lucas Torró,es ESP,MC,Osasuna,es La Liga,29,1994,19.9,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,Matches,lucas torro,exact
2615,Fabio Torsiello,it ITA,BU,Darmstadt 98,de Bundesliga,18,2005,1.7,1,0,1,0,0,1,8,12.5,7,1,0,1,1,2,1,0,Matches,fabio torsiello,exact
2616,Ahmed Touba,dz ALG,DC,Lecce,it Serie A,25,1998,3.1,6,4,3,3,0,3,4,75.0,1,4,3,1,7,13,20,0,Matches,ahmed touba,exact
2617,Abdoulaye Touré,gn GUI,MC,Le Havre,fr Ligue 1,29,1994,25.4,47,28,22,22,3,30,60,50.0,30,30,8,22,25,72,33,0,Matches,abdoulaye toure,exact
2618,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20,2003,22.8,25,12,16,9,0,8,14,57.1,6,38,20,18,36,61,101,2,Matches,souleymane toure,original
2619,Lucas Tousart,fr FRA,MC,Union Berlin,de Bundesliga,26,1997,17.5,35,20,14,17,4,17,37,45.9,20,32,9,23,25,60,41,0,Matches,lucas tousart,exact
2620,Andros Townsend,eng ENG,MOC,Luton Town,eng Premier League,32,1991,13.4,21,13,11,2,8,13,27,48.1,14,12,0,12,5,26,10,0,Matches,andros townsend,exact
2621,James Trafford,eng ENG,G,Burnley,eng Premier League,20,2002,28.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,18,1,Matches,james trafford,exact
2622,Adama Traoré,es ESP,AG,Fulham,eng Premier League,27,1996,4.2,4,3,1,2,1,3,6,50.0,3,2,0,2,1,5,2,0,Matches,adama traore,exact
2623,Bénie Traoré,ci CIV,BU,Sheffield Utd,eng Premier League,20,2002,4.3,4,2,1,2,1,0,4,0.0,4,4,1,3,1,5,1,0,Matches,benie traore,exact
2624,Bénie Traoré,ci CIV,BU,Nantes,fr Ligue 1,20,2002,5.6,8,4,2,5,1,3,7,42.9,4,3,0,3,1,9,1,0,Matches,benie traore,exact
2625,Bertrand Traoré,bf BFA,MIL,Aston Villa,eng Premier League,27,1995,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches,bertrand traore,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2626,Bertrand Traoré,bf BFA,MIL,Villarreal,es La Liga,27,1995,6.3,5,4,2,1,2,1,4,25.0,3,6,0,6,1,6,2,0,Matches,bertrand traore,exact
2627,Boubacar Traoré,ml MLI,MC,Wolves,eng Premier League,21,2001,9.1,35,23,16,17,2,9,21,42.9,12,12,2,10,5,40,7,0,Matches,boubacar traore,exact
2628,Chaka Traorè,ci CIV,ATT,Milan,it Serie A,18,2004,0.2,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,0,0,Matches,chaka traore,exact
