Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
2341,Jadon Sancho,eng ENG,ATT,Manchester Utd,eng Premier League,23,2000,0.9,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,Matches,jadon sancho,exact
2342,Jadon Sancho,eng ENG,ATT,Dortmund,de Bundesliga,23,2000,10.5,5,4,1,3,1,0,4,0.0,4,11,0,11,4,9,6,0,Matches,jadon sancho,exact
2343,Alex Sandro,br BRA,DC,Juventus,it Serie A,32,1991,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,28,23,0,Matches,alex sandro,exact
2344,Ibou Sané,sn SEN,ATT,Metz,fr Ligue 1,18,2005,1.4,6,4,2,1,3,2,2,100.0,0,3,0,3,1,7,2,0,Matches,ibou sane,exact
2345,Leroy Sané,de GER,AD,Bayern Munich,de Bundesliga,27,1996,23.7,15,8,6,6,3,4,19,21.1,15,12,0,12,7,22,3,0,Matches,leroy sane,exact
2346,Sadibou Sané,sn SEN,DC,Metz,fr Ligue 1,19,2004,9.4,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,Matches,sadibou sane,exact
2347,Arouna Sangante,sn SEN,DC,Le Havre,fr Ligue 1,21,2002,29.9,53,33,27,23,3,24,40,60.0,16,35,18,17,66,119,93,2,Matches,arouna sangante,exact
2348,Ibrahim Sangaré,ci CIV,MC,Nott'ham Forest,eng Premier League,25,1997,11.5,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,Matches,ibrahim sangare,exact
2349,Morgan Sanson,fr FRA,MC,Nice,fr Ligue 1,28,1994,21.8,26,19,12,7,7,12,31,38.7,19,34,5,29,20,46,16,0,Matches,morgan sanson,exact
2350,Nicola Sansone,it ITA,BU,Lecce,it Serie A,31,1991,8.5,11,6,6,2,3,5,16,31.3,11,7,1,6,4,15,5,2,Matches,nicola sansone,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2351,Baptiste Santamaria,fr FRA,MC,Rennes,fr Ligue 1,28,1995,21.4,52,33,21,25,6,29,46,63.0,17,15,6,9,34,86,33,1,Matches,baptiste santamaria,exact
2352,Yellu Santiago,es ESP,MF,Getafe,es La Liga,19,2004,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0,Matches,yellu santiago,original
2353,Andrey Santos,br BRA,MIL,Nott'ham Forest,eng Premier League,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,andrey santos,exact
2354,Andrey Santos,br BRA,MIL,Strasbourg,fr Ligue 1,19,2004,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,Matches,andrey santos,exact
2355,Tiago Santos,pt POR,DD,Lille,fr Ligue 1,21,2002,26.3,63,42,31,19,13,30,52,57.7,22,24,5,19,15,78,37,0,Matches,tiago santos,exact
2356,Paco Sanz,es ESP,G,Almería,es La Liga,18,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches,paco sanz,lastname:vicent abril sanz
2357,Riccardo Saponara,it ITA,AG,Hellas Verona,it Serie A,31,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0,Matches,riccardo saponara,exact
2358,Pablo Sarabia,es ESP,MOC,Wolves,eng Premier League,31,1992,19.4,20,13,8,8,4,12,36,33.3,24,17,1,16,10,30,9,0,Matches,pablo sarabia,exact
2359,Amin Sarr,se SWE,MOC,Lyon,fr Ligue 1,22,2001,1.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,Matches,amin sarr,exact
2360,Amin Sarr,se SWE,MOC,Wolfsburg,de Bundesliga,22,2001,4.3,3,2,1,2,0,1,2,50.0,1,6,1,5,2,5,1,0,Matches,amin sarr,exact
2361,Bouna Sarr,sn SEN,DG,Bayern Munich,de Bundesliga,31,1992,1.2,2,0,1,1,0,2,2,100.0,0,3,0,3,0,2,1,0,Matches,bouna sarr,exact
2362,Ismaila Sarr,sn SEN,BU,Marseille,fr Ligue 1,25,1998,16.1,14,8,2,10,2,6,17,35.3,11,21,6,15,13,27,11,0,Matches,ismaila sarr,exact
2363,Mamadou Sarr,fr FRA,DEF,Lyon,fr Ligue 1,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,mamadou sarr,exact
2364,Martin Satriano,uy URU,BU,Brest,fr Ligue 1,22,2001,20.7,24,16,6,13,5,10,25,40.0,15,19,7,12,7,31,28,0,Matches,martin satriano,exact
2365,Téji Savanier,fr FRA,MOC,Montpellier,fr Ligue 1,31,1991,30.7,37,20,16,15,6,14,63,22.2,49,36,8,28,33,70,28,1,Matches,teji savanier,exact
2366,Stefan Savić,me MNE,DC,Atlético Madrid,es La Liga,32,1991,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,Matches,stefan savic,exact
2367,Sávio,br BRA,AG,Girona,es La Liga,19,2004,33.1,42,25,14,22,6,16,28,57.1,12,34,0,34,18,60,11,1,Matches,savio,exact
2368,Zanos Savva,cy CYP,ATT,Torino,it Serie A,17,2005,0.3,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches,zanos savva,exact
2369,Saba Sazonov,ge GEO,DC,Torino,it Serie A,21,2002,4.0,9,7,4,5,0,3,3,100.0,0,8,5,3,3,12,22,0,Matches,saba sazonov,exact
2370,Joe Scally,us USA,DD,Gladbach,de Bundesliga,20,2002,24.8,41,28,21,17,3,23,40,57.5,17,31,11,20,18,59,78,2,Matches,joe scally,exact
2371,Giorgio Scalvini,it ITA,DC,Atalanta,it Serie A,19,2003,28.3,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0,Matches,giorgio scalvini,exact
2372,Gianluca Scamacca,it ITA,ATT,Atalanta,it Serie A,24,1999,16.1,15,9,4,5,6,7,14,50.0,7,7,1,6,4,19,9,0,Matches,gianluca scamacca,exact
2373,Dane Scarlett,eng ENG,ATT,Tottenham,eng Premier League,19,2004,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches,dane scarlett,exact
2374,Kevin Schade,de GER,BU,Brentford,eng Premier League,21,2001,3.7,3,1,1,2,0,0,5,0.0,5,2,0,2,1,4,4,0,Matches,kevin schade,exact
2375,András Schäfer,hu HUN,MC,Union Berlin,de Bundesliga,24,1999,13.5,29,16,9,15,5,11,20,55.0,9,25,4,21,20,49,25,0,Matches,andras schafer,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2376,Fabian Schär,ch SUI,DC,Newcastle Utd,eng Premier League,31,1991,33.9,42,24,27,13,2,18,40,45.0,22,50,38,12,36,78,133,1,Matches,fabian schar,exact
2377,Patrik Schick,cz CZE,BU,Leverkusen,de Bundesliga,27,1996,11.8,6,4,0,3,3,1,5,20.0,4,2,0,2,1,7,7,0,Matches,patrik schick,exact
2378,Stefan Schimmer,de GER,ATT,Heidenheim,de Bundesliga,29,1994,1.7,1,1,0,1,0,0,3,0.0,3,2,0,2,1,2,6,0,Matches,stefan schimmer,exact
2379,Xaver Schlager,at AUT,MDC,RB Leipzig,de Bundesliga,25,1997,27.5,81,50,35,38,8,21,53,39.6,32,41,8,33,19,100,27,0,Matches,xaver schlager,exact
2380,Keven Schlotterbeck,de GER,DC,Bochum,de Bundesliga,26,1997,24.3,42,22,26,14,2,25,30,83.3,5,33,23,10,33,75,104,2,Matches,keven schlotterbeck,exact
2381,Nico Schlotterbeck,de GER,DC,Dortmund,de Bundesliga,23,1999,31.8,70,50,36,27,7,41,65,63.1,24,52,25,27,45,115,101,3,Matches,nico schlotterbeck,exact
2382,Jeffrey Schlupp,gh GHA,AG,Crystal Palace,eng Premier League,30,1992,15.0,38,24,14,16,8,9,18,50.0,9,13,2,11,8,46,24,0,Matches,jeffrey schlupp,exact
2383,Romano Schmid,at AUT,MC,Werder Bremen,de Bundesliga,23,2000,28.9,35,20,7,22,6,14,46,30.4,32,36,7,29,11,46,17,2,Matches,romano schmid,exact
2384,Kenneth Schmidt,de GER,DEF,Freiburg,de Bundesliga,21,2002,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0,Matches,kenneth schmidt,exact
2385,Niklas Schmidt,de GER,MC,Toulouse,fr Ligue 1,25,1998,14.1,36,21,13,19,4,16,33,48.5,17,14,7,7,4,40,13,0,Matches,niklas schmidt,exact
2386,Benno Schmitz,de GER,DD,Köln,de Bundesliga,28,1994,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29,0,Matches,benno schmitz,lastname:benno erik schmitz
2387,Fabian Schnellhardt,de GER,MC,Darmstadt 98,de Bundesliga,29,1994,2.6,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5,0,Matches,fabian schnellhardt,exact
2388,Jan Schöppner,de GER,MDC,Heidenheim,de Bundesliga,24,1999,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57,0,Matches,jan schoppner,exact
2389,Marcel Schuhen,de GER,G,Darmstadt 98,de Bundesliga,30,1993,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11,4,Matches,marcel schuhen,exact
2390,Perr Schuurs,nl NED,DC,Torino,it Serie A,23,1999,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0,Matches,perr schuurs,exact
2391,Marvin Schwäbe,de GER,G,Köln,de Bundesliga,28,1995,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,1,Matches,marvin schwabe,exact
2392,Alexander Schwolow,de GER,G,Union Berlin,de Bundesliga,31,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,alexander schwolow,exact
2393,Alex Scott,eng ENG,MOC,Bournemouth,eng Premier League,19,2003,11.3,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2,Matches,alex scott,exact
2394,Simone Scuffet,it ITA,G,Cagliari,it Serie A,27,1996,31.0,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,9,0,Matches,simone scuffet,exact
2395,Jérémy Sebas,mq MTQ,MOC,Strasbourg,fr Ligue 1,20,2003,4.4,7,1,2,3,2,3,5,60.0,2,3,1,2,1,8,1,0,Matches,jeremy sebas,exact
2396,Demba Seck,sn SEN,MOC,Torino,it Serie A,22,2001,4.7,5,3,1,4,0,3,4,75.0,1,1,0,1,1,6,0,0,Matches,demba seck,exact
2397,Demba Seck,sn SEN,MOC,Frosinone,it Serie A,22,2001,3.3,7,4,2,3,2,4,5,80.0,1,3,0,3,1,8,1,0,Matches,demba seck,exact
2398,Aleksandar Sedlar,rs SRB,DC,Alavés,es La Liga,31,1991,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,Matches,aleksandar sedlar,exact
2399,Alidu Seidu,gh GHA,DC,Rennes,fr Ligue 1,23,2000,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13,0,Matches,alidu seidu,exact
2400,Alidu Seidu,gh GHA,DC,Clermont Foot,fr Ligue 1,23,2000,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,Matches,alidu seidu,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2401,Nicolas Seiwald,at AUT,MDC,RB Leipzig,de Bundesliga,22,2001,8.0,33,18,16,15,2,16,25,64.0,9,12,2,10,8,41,15,0,Matches,nicolas seiwald,exact
2402,Nikola Sekulov,it ITA,ATT,Juventus,it Serie A,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,nikola sekulov,exact
2403,Davie Selke,de GER,BU,Köln,de Bundesliga,28,1995,14.1,4,2,1,3,0,0,2,0.0,2,5,3,2,0,4,20,0,Matches,davie selke,exact
2404,Matz Sels,be BEL,G,Nott'ham Forest,eng Premier League,31,1992,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches,matz sels,exact
2405,Matz Sels,be BEL,G,Strasbourg,fr Ligue 1,31,1992,19.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,13,1,Matches,matz sels,exact
2406,Nélson Semedo,pt POR,MD,Wolves,eng Premier League,29,1993,34.3,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,Matches,nelson semedo,exact
2407,Vivaldo Semedo,pt POR,ATT,Udinese,it Serie A,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,vivaldo semedo,exact
2408,Antoine Semenyo,gh GHA,AD,Bournemouth,eng Premier League,23,2000,23.4,24,17,7,9,8,9,27,33.3,18,39,2,37,6,30,21,0,Matches,antoine semenyo,exact
2409,Marvin Senaya,tg TOG,DD,Strasbourg,fr Ligue 1,22,2001,23.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68,0,Matches,marvin senaya,exact
2410,Marcos Senesi,ar ARG,DC,Bournemouth,eng Premier League,26,1997,24.9,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1,Matches,marcos senesi,exact
2411,Stefano Sensi,it ITA,MIL,Inter,it Serie A,27,1995,0.5,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,0,0,Matches,stefano sensi,exact
2412,Suat Serdar,de GER,MDC,Hellas Verona,it Serie A,26,1997,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25,1,Matches,suat serdar,exact
2413,Benjamin Šeško,si SVN,BU,RB Leipzig,de Bundesliga,20,2003,17.0,13,5,2,7,4,2,9,22.2,7,23,2,21,3,16,27,0,Matches,benjamin sesko,exact
2414,Kevin Sessa,de GER,MOC,Heidenheim,de Bundesliga,23,2000,11.2,17,10,9,6,2,7,16,43.8,9,12,1,11,4,21,17,0,Matches,kevin sessa,lastname:kevin simone sessa
2415,Aaron Seydel,de GER,BU,Darmstadt 98,de Bundesliga,27,1996,6.9,3,2,0,2,1,0,3,0.0,3,8,2,6,1,4,9,0,Matches,aaron seydel,exact
2416,Andres Sfait,ro ROU,MIL,Salernitana,it Serie A,18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches,andres sfait,lastname:andres emil sfait
2417,Stephan El Shaarawy,it ITA,BU,Roma,it Serie A,30,1992,19.3,21,13,14,4,3,6,15,40.0,9,11,4,7,13,34,15,2,Matches,stephan el shaarawy,exact
2418,Luke Shaw,eng ENG,DG,Manchester Utd,eng Premier League,28,1995,10.7,11,8,7,3,1,9,15,60.0,6,18,11,7,6,17,39,0,Matches,luke shaw,exact
2419,James Shea,eng ENG,G,Luton Town,eng Premier League,32,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,james shea,exact
2420,Eldor Shomurodov,uz UZB,MOC,Cagliari,it Serie A,28,1995,10.4,11,4,2,6,3,6,10,60.0,4,5,0,5,4,15,4,0,Matches,eldor shomurodov,exact
2421,Steven Shpendi,al ALB,BU,Empoli,it Serie A,20,2003,4.6,0,0,0,0,0,0,4,0.0,4,2,1,1,1,1,0,0,Matches,steven shpendi,fuzzy:stiven shpendi
2422,Sofiane Sidi Ali,fr FRA,MIL,Marseille,fr Ligue 1,28,1995,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,Matches,sofiane sidi ali,exact
2423,Vincent Sierro,ch SUI,MC,Toulouse,fr Ligue 1,27,1995,25.1,41,24,15,20,6,27,77,35.1,50,37,13,24,27,68,33,0,Matches,vincent sierro,exact
2424,Tim Siersleben,de GER,DC,Heidenheim,de Bundesliga,23,2000,10.1,27,11,21,6,0,8,20,40.0,12,16,10,6,21,48,29,1,Matches,tim siersleben,exact
2425,Kiliann Sildillia,fr FRA,DD,Freiburg,de Bundesliga,21,2002,20.1,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,Matches,kiliann sildillia,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2426,André Silva,pt POR,ATT,Real Sociedad,es La Liga,27,1995,8.1,2,2,0,0,2,0,4,0.0,4,3,0,3,1,3,3,0,Matches,andre silva,exact
2427,Bernardo Silva,pt POR,AD,Manchester City,eng Premier League,28,1994,28.6,51,23,13,25,13,25,57,43.9,32,32,4,28,17,68,15,1,Matches,bernardo silva,exact
2428,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,26,1997,6.9,13,7,3,7,3,6,9,66.7,3,8,2,6,6,19,9,0,Matches,caio henrique oliveira silva,original
2429,Fábio Silva,pt POR,BU,Wolves,eng Premier League,21,2002,2.9,7,4,3,4,0,2,3,66.7,1,1,0,1,2,9,0,0,Matches,fabio silva,exact
2430,Rui Silva,pt POR,G,Betis,es La Liga,29,1994,27.5,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,13,1,Matches,rui silva,exact
2431,Thiago Silva,br BRA,DC,Chelsea,eng Premier League,38,1984,28.1,29,15,22,6,1,20,34,58.8,14,33,24,9,26,55,153,4,Matches,thiago silva,exact
2432,Marco Silvestri,it ITA,G,Udinese,it Serie A,32,1991,17.0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,5,3,Matches,marco silvestri,exact
2433,Mohamed Simakan,fr FRA,DC,RB Leipzig,de Bundesliga,23,2000,23.8,48,29,28,19,1,32,44,72.7,12,36,14,22,29,77,69,0,Matches,mohamed simakan,exact
2434,Giovanni Simeone,ar ARG,BU,Napoli,it Serie A,28,1995,8.9,12,4,1,3,8,3,12,25.0,9,11,0,11,1,13,7,0,Matches,giovanni simeone,exact
2435,Giuliano Simeone,ar ARG,AG,Alavés,es La Liga,20,2002,7.0,7,5,2,3,2,5,17,29.4,12,10,0,10,5,12,3,0,Matches,giuliano simeone,exact
2436,Jan-Carlo Simic,rs SRB,DEF,Milan,it Serie A,18,2005,1.6,1,1,1,0,0,0,0,,0,5,4,1,0,1,3,0,Matches,jan-carlo simic,exact
2437,Moses Simon,ng NGA,MOC,Nantes,fr Ligue 1,28,1995,19.9,7,5,2,5,0,2,8,25.0,6,9,1,8,3,10,5,1,Matches,moses simon,exact
2438,Unai Simón,es ESP,G,Athletic Club,es La Liga,26,1997,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,Matches,unai simon,exact
2439,Xavi Simons,nl NED,MOC,RB Leipzig,de Bundesliga,20,2003,29.5,30,17,10,11,9,15,31,48.4,16,23,0,23,16,46,4,0,Matches,xavi simons,exact
2440,Wilfried Singo,ci CIV,DC,Monaco,fr Ligue 1,22,2000,24.3,34,25,18,14,2,17,26,65.4,9,27,14,13,51,85,81,2,Matches,wilfried singo,exact
2441,Luis Sinisterra,co COL,AG,Bournemouth,eng Premier League,24,1999,7.8,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4,0,Matches,luis sinisterra,exact
2442,Daley Sinkgraven,nl NED,DG,Las Palmas,es La Liga,28,1995,4.2,11,5,6,5,0,2,8,25.0,6,5,3,2,6,17,9,0,Matches,daley sinkgraven,exact
2443,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,27,1995,10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,Matches,jailson siqueira,original
2444,Ayanda Sishuba,be BEL,MIL,Lens,fr Ligue 1,18,2005,0.7,3,1,0,2,1,1,2,50.0,1,1,0,1,0,3,0,0,Matches,ayanda sishuba,exact
2445,Ibrahima Sissoko,ml MLI,MC,Strasbourg,fr Ligue 1,25,1997,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30,0,Matches,ibrahima sissoko,exact
2446,Moussa Sissoko,fr FRA,MOC,Nantes,fr Ligue 1,33,1989,20.2,27,16,13,8,6,12,25,48.0,13,8,2,6,12,39,31,0,Matches,moussa sissoko,exact
2447,Antonio Sivera,es ESP,G,Alavés,es La Liga,26,1996,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,1,Matches,antonio sivera,exact
2448,Tim Skarke,de GER,BU,Darmstadt 98,de Bundesliga,26,1996,26.7,26,16,12,10,4,10,28,35.7,18,25,2,23,6,32,20,0,Matches,tim skarke,exact
2449,Ellyes Skhiri,tn TUN,MC,Eint Frankfurt,de Bundesliga,28,1995,24.1,44,24,18,19,7,19,36,52.8,17,33,4,29,39,83,47,2,Matches,ellyes skhiri,exact
2450,Oliver Skipp,eng ENG,MDC,Tottenham,eng Premier League,22,2000,7.9,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0,Matches,oliver skipp,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2451,Leo Skiri Østigård,no NOR,DC,Napoli,it Serie A,23,1999,18.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,Matches,leo skiri østigard,lastname:leo østigard
2452,Łukasz Skorupski,pl POL,G,Bologna,it Serie A,32,1991,32.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,11,3,Matches,łukasz skorupski,exact
2453,Robert Skov,dk DEN,MG,Hoffenheim,de Bundesliga,27,1996,14.0,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23,1,Matches,robert skov,exact
2454,Milan Škriniar,sk SVK,DC,Paris S-G,fr Ligue 1,28,1995,18.1,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,Matches,milan skriniar,exact
2455,Naatan Skyttä,fi FIN,MIL,Toulouse,fr Ligue 1,21,2002,1.3,4,4,2,1,1,1,1,100.0,0,0,0,0,0,4,0,0,Matches,naatan skytta,exact
2456,Chris Smalling,eng ENG,DC,Roma,it Serie A,33,1989,4.3,1,1,1,0,0,1,4,25.0,3,6,5,1,5,6,8,0,Matches,chris smalling,exact
2457,Adam Smith,eng ENG,DD,Bournemouth,eng Premier League,32,1991,23.9,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,Matches,adam smith,exact
2458,Emile Smith Rowe,eng ENG,MC,Arsenal,eng Premier League,23,2000,3.9,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1,0,Matches,emile smith rowe,exact
2459,Hrvoje Smolčić,hr CRO,DC,Eint Frankfurt,de Bundesliga,22,2000,3.9,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,23,1,Matches,hrvoje smolcic,exact
2460,Cédric Soares,pt POR,MG,Arsenal,eng Premier League,31,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,cedric soares,lastname:danilo soares
2461,Danilo Soares,br BRA,MG,Bochum,de Bundesliga,31,1991,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,Matches,danilo soares,exact
2462,Eduard Sobol,ua UKR,DEF,Strasbourg,fr Ligue 1,28,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,eduard sobol,exact
2463,Rubén Sobrino,es ESP,MG,Cádiz,es La Liga,31,1992,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18,0,Matches,ruben sobrino,exact
2464,Andrea Sodero,it ITA,ATT,Empoli,it Serie A,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,andrea sodero,exact
2465,Emran Soglo,fr FRA,MG,Marseille,fr Ligue 1,18,2005,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,Matches,emran soglo,exact
2466,Alex Sola,es ESP,AD,Alavés,es La Liga,24,1999,14.0,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16,0,Matches,alex sola,exact
2467,Alex Sola,es ESP,AD,Real Sociedad,es La Liga,24,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches,alex sola,exact
2468,Dominic Solanke,eng ENG,BU,Bournemouth,eng Premier League,25,1997,36.9,23,11,3,13,7,10,29,34.5,19,24,5,19,7,30,43,0,Matches,dominic solanke,exact
2469,Ola Solbakken,no NOR,MIL,Roma,it Serie A,24,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ola solbakken,exact
2470,Carlos Soler,es ESP,MC,Paris S-G,fr Ligue 1,26,1997,12.1,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,Matches,carlos soler,exact
2471,Jhon Solis,co COL,MC,Girona,es La Liga,18,2004,4.3,10,8,4,5,1,4,12,33.3,8,8,3,5,8,18,7,1,Matches,jhon solis,exact
2472,Manor Solomon,il ISR,AG,Tottenham,eng Premier League,24,1999,2.2,3,3,1,1,1,1,2,50.0,1,4,0,4,3,6,2,0,Matches,manor solomon,exact
2473,Daniele Sommariva,it ITA,G,Genoa,it Serie A,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,daniele sommariva,exact
2474,Yann Sommer,ch SUI,G,Inter,it Serie A,34,1988,34.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,7,1,Matches,yann sommer,exact
2475,Brandon Soppy,fr FRA,MD,Torino,it Serie A,21,2002,2.0,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1,Matches,brandon soppy,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
2476,David Soria,es ESP,G,Getafe,es La Liga,30,1993,37.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,21,6,Matches,david soria,exact
2477,Alberto Soro,es ESP,MF,Granada,es La Liga,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,alberto soro,original
2478,Alessandro Sorrentino,it ITA,G,Monza,it Serie A,21,2002,6.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,alessandro sorrentino,exact
2479,Borna Sosa,hr CRO,DEF,Stuttgart,de Bundesliga,25,1998,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,borna sosa,exact
2480,Hugo Sotelo,es ESP,MC,Celta Vigo,es La Liga,19,2003,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5,0,Matches,hugo sotelo,exact
2481,Florian Sotoca,fr FRA,MOC,Lens,fr Ligue 1,32,1990,28.9,33,22,9,21,3,17,38,44.7,21,41,4,37,20,53,34,0,Matches,florian sotoca,exact
2482,Riccardo Sottil,it ITA,AG,Fiorentina,it Serie A,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0,Matches,riccardo sottil,exact
2483,Tomáš Souček,cz CZE,MDC,West Ham,eng Premier League,28,1995,31.9,53,35,24,26,3,21,47,44.7,26,55,28,27,37,90,109,0,Matches,tomas soucek,exact
2484,Matìas Soulé,ar ARG,BU,Frosinone,it Serie A,20,2003,34.7,41,27,12,14,15,19,40,47.5,21,38,4,34,18,59,9,0,Matches,matias soule,exact
