Name,Position
Bennit Bröger,MIL
Pep Biel,MIL
Nico Baier,MIL
Yannick Eduardo,ATT
Keanan Chidozie Mbaeri Bennetts,MIL
Luca Philipp,G
Max Moerstedt,ATT
Lion Semić,MIL
Stefan Schimmer,ATT
André Silva,ATT
Djibril Sow,MIL
Isak Hansen-Aarøen,MIL
Philipp Pentke,G
Filip Stojilković,ATT
Jonathan Norbye,DEF
Jonathan Asp-Jensen,MIL
Kevin Schade,MIL
Anselmo García MacNulty,DEF
Dennis Geiger,MIL
Joshua Quarshie,DEF
Nathanaël Mbuku,ATT
Noah Katterbach,DEF
Raphael Framberger,DEF
Fabio Di Michele Sanchez,DEF
Jonas Nickisch,G
Niclas Thiede,G
Timo Schlieck,G
Fabio Chiarodia,DC
Fabian Rüdlin,MIL
Jordan Beyer,DEF
Ignacio Ferri Julià,ATT
João Cancelo,DEF
Oluwaseun God Power Osaro Ogbemudia,DEF
Dimitris Limnios,MIL
Lukas Nmecha,ATT
Abdoulaye Kamara,MIL
Benjamin Pavard,DEF
Moussa Cissé,DEF
Mohamed Sankoh,ATT
Ragnar Ache,ATT
Daniel Peretz,G
Olé Pohlmann,MIL
Jérôme Onguéné,DEF
Yannic Stein,G
Marco Pašalić,MIL
Patrick Pentz,G
Alexander Sørloth,ATT
Frederik Winther,DEF
Morten Thorsby,MIL
Tom Hülsmann,G
Roberto Massimo,MIL
Michael Esser,G
Ali Akman,ATT
Michael Eberwein,MIL
Aaron Zehnter,DEF
John Peter Sesay,MIL
Nikolas Nartey,MIL
Niklas Klinger,G
Harpreet Singh Ghotra,MIL
Simon Walde,DEF
Oliver Burke,ATT
Marcel Łubik,G
Taichi Fukui,MIL
Dikeni-Rafid Salifou,MIL
Mohammed Tolba,DEF
Serge Müller,DEF
Semir Telalović,ATT
Lys Mousset,ATT
Paul Tschernuth,G
Marcel Lotka,G
Alexander Hack,DEF
Lucas Hernández,DEF
Tim Müller,DEF
Nico Schulz,DEF
Florian Dietz,ATT
Matteo Pérez Vinlöf,DEF
Daley Blind,DEF
Ken Izekor,ATT
Fisnik Asllani,ATT
Anwar El Ghazi,ATT
Ibrahim Digberekou,DEF
Carlos Gruezo,MIL
Lucas Alario,ATT
Davis Carlos Bautista Medina,MIL
Josué Emanuel Mbila,ATT
Kristian Pedersen,DEF
Madi Monamay Nsosemo,DEF
Maximilian Breunig,ATT
Jovan Milošević,ATT
Konstantinos Mavropanos,DEF
Rafael Lubach,MIL
David Mamutovic,MIL
Mats Pannewig,MIL
Daniel Klein,G
Jean-Mattéo Bahoya,MOC
Florian Schock,G
Jakob Busk,G
Paul Wanner,MIL
Junior Adamu,ATT
Sardar Azmoun,ATT
Mehmet Ibrahimi,ATT
Jakob Löpping,MIL
Stefan Posch,DEF
Elidon Qenaj,ATT
Clinton Lemere Mola,MIL
Rafał Gikiewicz,G
Arijon Ibrahimović,ATT
Adam Aznou,DEF
Thorgan Hazard,MIL
Jaaso Jantunen,G
Patrick Herrmann,ATT
Noah Sarenren-Bazee,MIL
Masaya Okugawa,MIL
André Leipold,ATT
Oscar Fraulo,MIL
Samuele Di Benedetto,MIL
Guillermo Bueno López,DEF
Timothy Fosu-Mensah,DEF
Nemanja Čelić,DEF
Lasse Wilhelm,DEF
Conor Noß,MIL
Niklas Lomb,G
Daniel Katić,DEF
Prince Adu-Addae Junior Aning,MIL
Gabriel Marušić,DEF
Anderson Lucoqui,DEF
Moritz Römling,DEF
Daniel-Kofi Kyereh,MIL
Maurice Malone,ATT
Lino Tempelmann,MIL
Luca Unbehaun,G
Ondrej Duda,MIL
Justin Janitzek,DEF
Elias Bakatukanda,DEF
Benjamin Leneis,G
Soumaïla Coulibaly,DEF
Simon Simoni,G
Tim Schleinitz,MIL
Franz Pfanne,MIL
Moussa Cisse,ATT
Ryan Nils Johansson,ATT
Cimo Patric Röcker,DEF
Dženan Pejčinović,ATT
Bright Arrey-Mbi,DEF
Reece Oxford,DEF
Kauã Santos,G
Jannes-Kilian Horn,DEF
Kelvin Yeboah,ATT
Josep Martínez,G
Irvin Cardona,ATT
Damion Downs,ATT
Leopold Zingerle,G
Paulinho,ATT
El Chadaille Bitshiabu,DEF
Noel Futkeu,ATT
Delano Burgzorg,ATT
Rick van Drongelen,DEF
Jan Olschowsky,G
Frans Krätzig,MIL
Jens Petter Hauge,ATT
Sergio Córdova,ATT
Kenneth Schmidt,DEF
Luke Kevin Gauer,G
Mathis Bruns,DEF
Oscar Schönfelder,ATT
Japhet Tanganga,DEF
Henry Jon Crosthwaite,ATT
Maxim Dal,DEF
Noël Aséko,MIL
Ilia Gruev,MIL
Max Schmitt,G
Luka Janeš,MIL
Lukáš Ambros,MIL
Tobias Sippel,G
Dominik Becker,DEF
Elias Niklas Baum,DEF
Tarek Buchmann,DEF
Christian Kühlwetter,ATT
Thomas Kastanaras,ATT
Francis Onyeka,ATT
Tom Rothe,DEF
Mathias Olesen,MIL
Shio Fukuda,ATT
Jordi Osei-Tutu,DEF
Florent Muslija,MIL
Chris Bedia,ATT
Agon Elezi,MIL
Caden Clark,MIL
Borna Sosa,DEF
Lasse Günther,DEF
Hugo Johannes Walter Rölleke,G
Lukas Ullrich,DEF
Joshua Eze,MIL
Niklas Sauter,G
Florian Niederlechner,ATT
Nathaniel Brown,DEF
Maximilian Rosenfelder,DEF
Spyridon Angelidis,G
Daniel Hausmann,ATT
Mika Baur,ATT
Marko Mladenović,MIL
Noah Mbamba,MIL
Jude Bellingham,MIL
Reno Morris Münz,DEF
Marcus Müller,ATT
Ronaël Pierre-Gabriel,DEF
Igor Matanović,ATT
Anders Rønne Børset,DEF
Luca Raimund,MIL
Frank Feller,G
Ulysses Llanez,MIL
Luis Hartwig,ATT
David Josef Deger,MIL
Max Scholze,ATT
Mikolaj Marutzki,G
Miloš Pantović,MIL
Jens Castrop,MIL
Nishan Burkart,ATT
Magnus Warming,ATT
Maximilian Brüll,G
Fabrice Hartmann,MIL
Sadio Mané,ATT
Wataru Endo,MIL
Liam Morrison,DEF
Göktan Gürpüz,MIL
Kofi Amoako,MIL
Anthony Modeste,ATT
Ayman Aourir,MIL
Kasim Nuhu,DEF
Nils Ramming,G
Florian Müller,G
Frank Ronstadt,DEF
Tim Köther,MIL
Marcel Wenig,MIL
Laurenz Dehl,MIL
Jozo Stanić,DEF
Maximilian Heini Wendt,G
Paul-Philipp Besong,ATT
Laurin Ulrich,MIL
Genki Haraguchi,MIL
Hugo Novoa,ATT
Adama Traoré,AG
Rodri,MDC
Thomas Strakosha,G
Enes Ünal,BU
Michael Olise,BU
Giovani Lo Celso,MDC
Leander Dendoncker,MDC
Arijanet Murić,G
Bukayo Saka,BU
Phil Foden,AD
Declan Rice,MC
Manor Solomon,AG
Nathan Aké,DC
Manuel Akanji,DC
Martin Ødegaard,MC
Jack Grealish,AG
Cole Palmer,MOC
Mateo Kovačić,MDC
Mohamed Salah,BU
Jérémy Doku,AG
Kevin De Bruyne,MOC
Virgil van Dijk,DC
Tyler Adams,MDC
Joško Gvardiol,DG
Erling Haaland,BU
Cristian Romero,DC
Rúben Dias,DC
Eberechi Eze,MOC
Harvey Elliott,MC
Diogo Jota,BU
Gabriel Magalhães,DC
Bernardo Silva,AD
Kyle Walker,DD
Kai Havertz,MC
John Stones,DC
Oleksandr Zinchenko,DG
Bruno Guimarães,MC
Jacob Murphy,BU
Thiago Silva,DC
Alexis Mac Allister,MC
Trent Alexander-Arnold,DD
Ibrahima Konaté,DC
Conor Gallagher,MDC
Julián Álvarez,MOC
Martin Dúbravka,G
Dominik Szoboszlai,MC
Cody Gakpo,BU
Caoimhín Kelleher,G
Darwin Núñez,BU
Thomas Partey,MC
Takehiro Tomiyasu,DG
Jordan Pickford,G
James Maddison,MOC
Emile Smith Rowe,MC
Moisés Caicedo,MDC
Pascal Alexander Groß,MDC
Conor Bradley,DD
Mark Travers,G
Alphonse Aréola,G
William Saliba,DC
Micky van de Ven,DC
Tom Cairney,MDC
Solly March,AD
Bruno Fernandes,MOC
Anthony Gordon,BU
Andrew Robertson,DG
Kevin Schade,BU
André Onana,G
Maxwell Cornet,MD
Jarell Quansah,DC
Ben White,DD
Luis Díaz,BU
Ollie Watkins,BU
Leandro Trossard,BU
Robin Olsen,G
Hannibal Mejbri,MOC
Heung-Min Son,BU
Lewis Hall,DG
Rico Lewis,DD
Ben Davies,DC
Jan Paul van Hecke,DC
Gabriel Jesus,BU
James Trafford,G
Neto,G
Emiliano Martínez,G
Youri Tielemans,MC
Lewis Dunk,DC
Diogo Dalot,DD
Guglielmo Vicario,G
José Sá,G
Douglas Luiz,MC
Thomas Kaminski,G
Trevoh Chalobah,DC
Daniel Muñoz,MD
Jorginho,MC
Alexander Isak,BU
Mohammed Kudus,AD
Amad Diallo,MOC
Đorđe Petrović,G
Noni Madueke,AD
Harry Maguire,DC
Malo Gusto,DD
Jakub Kiwior,DG
Pedro Porro,DD
Bryan Mbeumo,BU
Julio Enciso,MOC
Leon Bailey,MD
Ivan Toney,BU
Matheus Cunha,BU
Raphaël Varane,DC
Neal Maupay,BU
Yves Bissouma,MDC
Pape Matar Sarr,MDC
Bernd Leno,G
Idrissa Gana Gueye,MC
Robert Sánchez,G
Ethan Pinnock,DC
Rodrigo Muniz,BU
Elliot Anderson,MC
Callum Wilson,BU
Callum Hudson-Odoi,AG
Nicolas Jackson,BU
Tino Livramento,DD
Levi Colwill,DG
Pedro Neto,BU
Pau Torres,DC
Gabriel Martinelli,BU
João Palhinha,MDC
Eddie Nketiah,BU
Joachim Andersen,DC
Álex Moreno,DG
Reiss Nelson,BU
Ezri Konsa,DD
Nick Pope,G
Chiedozie Ogbene,MD
Stefan Ortega,G
James Ward-Prowse,MOC
Łukasz Fabiański,G
Ederson,G
Willy Boly,DC
Adam Webster,DC
Jarrad Branthwaite,DC
Benoît Badiashile,DC
Morgan Gibbs-White,MOC
Cheick Doucouré,MDC
Max Kilman,DC
Josh Cullen,MC
Craig Dawson,DC
Destiny Udogie,DG
Luis Sinisterra,AG
Amadou Onana,MC
Adam Wharton,MC
Raheem Sterling,AG
James Tarkowski,DC
Mark Flekken,G
Boubacar Kamara,MC
Enzo Fernández,MDC
Jarrod Bowen,BU
John McGinn,MG
Marcos Senesi,DC
Alejandro Garnacho,AG
Joe Gomez,DG
Axel Disasi,DC
Richarlison,BU
Joël Matip,DC
Billy Gilmour,MDC
Chris Wood,BU
Bart Verbruggen,G
Ryan Gravenberch,MC
Tyrone Mings,DC
Marcus Rashford,AG
Alexander Iwobi,AG
Scott McKenna,DC
Alisson Becker,G
Ross Barkley,MC
Loris Karius,G
Willian,AG
Harvey Barnes,BU
Fabian Schär,DC
Lucas Paquetá,AG
Vitalii Mykolenko,DG
Mario Lemina,MC
Marc Cucurella,DG
Simon Adingra,AD
Pervis Estupiñán,DG
Antoine Semenyo,AD
Emerson Royal,DC
Yoane Wissa,BU
Jefferson Lerma,MC
Christian Nørgaard,MC
Kostas Tsimikas,DG
Jordan Ayew,BU
Mykhaïlo Mudryk,AG
Igor,DC
Reece James,DD
Tomáš Souček,MDC
Jack Hinshelwood,DD
Oliver Skipp,MDC
Casemiro,MDC
Marc Guéhi,DC
Dejan Kulusevski,AD
Odsonne Édouard,BU
Jonny Evans,DC
Wataru Endo,MC
David Raya,G
Kaoru Mitoma,AG
Tariq Lamptey,DD
Rayan Aït-Nouri,MG
Nicolás Domínguez,MC
Chris Richards,DC
Moussa Diaby,BU
Tosin Adarabioyo,DC
Jean-Philippe Mateta,BU
Dara O'Shea,DC
João Pedro,BU
Wes Foderingham,G
Kieran Trippier,DD
Fábio Vieira,MC
Curtis Jones,MC
Nathan Collins,DC
Joël Veltman,DD
Pierre-Emile Højbjerg,MDC
Dean Henderson,G
Antonee Robinson,DG
Albert Sambi Lokonga,MC
Konstantinos Mavropanos,DC
Dan Burn,DG
Hee-Chan Hwang,BU
Antony,AD
Dominic Solanke,BU
Danny Ings,BU
Aaron Wan-Bissaka,DD
Vitaly Janelt,MC
Timo Werner,AG
Nathaniel Clyne,DC
Kobbie Mainoo,MDC
Sven Botman,DC
Gonzalo Montiel,DD
Victor Lindelöf,DC
Mathias Jørgensen,DC
Emerson,DG
Scott McTominay,MDC
Matt Turner,G
Sean Longstaff,MC
James Garner,MC
Jamaal Lascelles,DC
Morgan Rogers,MG
Saïd Benrahma,AG
Jacob Ramsey,MG
Matheus Nunes,MDC
Taiwo Awoniyi,BU
Tom Lockyer,DC
Sander Berge,MC
Tote Gomes,DC
Kurt Zouma,DC
Clément Lenglet,DC
James Milner,DD
Matt Doherty,MD
Brennan Johnson,AD
Kristoffer Ajer,DC
Joelinton,MC
Marcus Tavernier,AG
Dominic Calvert-Lewin,BU
Timothy Castagne,DD
Danilo,MDC
Mikkel Damsgaard,MC
Tyrick Mitchell,DG
Dango Ouattara,DG
Mads Andersen,DC
Calvin Bassey,DC
Emil Krafth,DC
Kenny Tete,DD
Ryan Christie,MDC
Dwight McNeil,MG
Edson Álvarez,MDC
Matty Cash,DD
Anthony Elanga,AD
Chris Mepham,DC
Ryan Yates,MDC
Lucas Digne,DG
Rico Henry,DG
Arnaut Danjuma,MG
Facundo Buonanotte,AD
Saša Lukić,MDC
Pablo Sarabia,MOC
Abdoulaye Doucouré,MOC
Carlos Baleba,MDC
Sam Johnstone,G
Mahmoud Dahoud,MDC
Jordan Beyer,DC
Lisandro Martínez,DC
Lewis Cook,MDC
Frank Onyeka,MC
Ola Aina,DG
Murillo,DC
Radu Drăgușin,DC
Ben Godfrey,DD
Tim Ream,DC
Adam Smith,DD
Illia Zabarnyi,DC
James Hill,DG
Ben Mee,DC
Luke Shaw,DG
Rasmus Højlund,BU
Neco Williams,DD
Moussa Niakhaté,DC
Issa Diop,DC
Teden Mengi,DC
Nayef Aguerd,DC
Diego Carlos,DC
Wilson Odobert,MG
Sandro Tonali,MC
Joe Willock,MC
Elijah Adebayo,BU
Matz Sels,G
Vladimír Coufal,DD
Amari'i Bell,DC
Odysseas Vlachodimos,G
Reece Burke,DC
Raúl Jiménez,BU
João Gomes,MC
Ben Brereton,BU
Aaron Hickey,DD
Lewis Miley,MC
Sèrge Aurier,DD
Ivo Grbić,G
Aaron Ramsdale,G
Michael Keane,DC
Sofyan Amrabat,MDC
Nuno Tavares,DG
Will Hughes,MC
Lloyd Kelly,DG
Jason Steele,G
Joe Worrall,DC
Alex Scott,MOC
Gabriel Osho,DC
Angelo Ogbonna,DC
Oliver McBurnie,BU
Carlton Morris,BU
Jack Harrison,MD
Jacob Bruun Larsen,MG
Miguel Almirón,BU
Nathan Fraser,BU
Jakub Moder,MOC
Justin Kluivert,MOC
Séamus Coleman,DD
Andrew Omobamidele,DC
Danny Welbeck,BU
Keane Lewis-Potter,BU
Gio Reyna,AD
Andreas Pereira,MOC
Joel Ward,DD
Eric Dier,DC
Oscar Bobb,AG
Jay Rodríguez,BU
Nélson Semedo,MD
Charlie Taylor,DG
Jack Robinson,DC
Harry Wilson,AD
Harry Toffolo,DG
Carney Chukwuemeka,MOC
Josh Brownhill,MC
Ibrahim Sangaré,MC
Ben Chilwell,MG
Bobby Reid,AD
Maxime Estève,DC
Rodrigo Bentancur,MDC
Evan Ferguson,BU
Alfie Doughty,MG
Felipe,DC
Jurriën Timber,DG
Saša Kalajdžić,BU
Thomas Doyle,MC
Mads Roerslev,MD
Marvelous Nakamba,MC
Jeffrey Schlupp,AG
Max Aarons,DD
Alfie Gilchrist,DD
Mathias Jensen,MC
Nathan Patterson,DD
Miloš Kerkez,DG
Issa Kaboré,MD
Cameron Archer,BU
Omari Nathan Forson,AD
Orel Mangala,MC
Ansu Fati,AG
Philip Billing,MOC
Armando Broja,BU
Santiago Bueno,DC
Hjalmar Ekdal,DC
Christian Eriksen,MDC
Andros Townsend,MOC
Michail Antonio,BU
Lyle Foster,BU
Anel Ahmedhodžić,DC
Zeki Amdouni,BU
Vinicius Souza,MC
Anthony Martial,BU
Harrison Reed,MDC
Pablo Fornals,MG
Yasser Larouci,MG
Tahith Chong,MOC
Christopher Nkunku,BU
Auston Trusty,DC
Ian Maatsen,AD
George Baldock,DC
Ollie Arblaster,MC
Adam Lallana,MOC
David Datro Fofana,BU
Connor Roberts,DD
Gustavo Hamer,MC
Daniel Bentley,G
Jordan Clark,MOC
André Gomes,MC
Ashley Young,DD
Saman Ghoddos,DD
David Brooks,AD
Lorenz Assignon,DD
Jacob Brown,MOC
Boubacar Traoré,MC
Fábio Silva,BU
Mason Mount,MDC
Joe Rothwell,MDC
Victor Vitinho,DD
Jayden Bogle,MD
Jóhann Berg Guðmunds­son,MD
Beto,BU
Hannes Delcroix,DG
Chris Basham,DC
Ameen Al-Dakhil,DC
Ryan John Giles,MG
Shandon Baptiste,MC
Carlos Vinícius,BU
Oliver Norwood,MC
Bryan Gil,AG
Luke Thomas,MG
James McAtee,MD
Lesley Ugochukwu,MDC
Ionuț Radu,G
Ben Osborn,MG
Yehor Yarmoliuk,MC
Aaron Cresswell,DG
Ben Johnson,DD
Luca Koleosho,MG
Matt Targett,DG
Odeluga Offiah,DD
Mason Holgate,DC
Jean-Ricner Bellegarde,MC
John Egan,DC
Max Lowe,MG
Facundo Pellistri,AD
Nicolò Zaniolo,AG
Aaron Ramsey,MD
Jaïro Riedewald,MC
Tom Davies,MC
Cheikhou Kouyaté,MC
Jaidon Anthony,AG
Andre Chance Brooks,MC
Valentín Barco,DG
John Fleck,MC
Divock Origi,AD
Leon Chiwome,BU
Kalvin Phillips,MDC
Cauley Woodrow,BU
Bobby Clark,MC
Hugo Bueno,MG
Pelly Ruddock Mpanzu,MC
Lewis Dobbin,MG
Daiki Hashioka,DC
William Osula,BU
Willy Kambwala,DC
Rhys Norrington-Davies,DLG
Rhian Brewster,BU
Tim Iroegbunam,MDC
Anass Zaroury,BU
Mike Trésor,MG
Luke Berry,MC
Bénie Traoré,BU
Tawanda Chirewa,BU
Anis Ben Slimane,MOC
Matheus França,MG
Jhon Durán,BU
Benson Manuel,MD
Mark O'Mahony,BU
Fred Onyedinma,MD
Calum Chambers,MC
Adam Davies,G
César Azpilicueta,DEF
Sam Surridge,ATT
Mark Gillespie,G
James Wright,G
Iliman Ndiaye,ATT
Dion Sanderson,DEF
Davinson Sánchez,DEF
Scott Banks,ATT
Omar Rekik,DEF
Richie Laryea,DEF
Owen Dodgson,DEF
George Robert Earthy,MIL
Steven Alzate,MIL
Daniel Lewis Gore,MIL
Seb Revan,DEF
Alejo Véliz,ATT
Tom Heaton,G
Giulian Biancone,DEF
Ollie Harrison,MIL
Mads Bidstrup,MIL
Louie Barry,ATT
Alfie Whiteman,G
Han-Noah Massengo,MIL
Marc Leonard,MIL
Lyle Taylor,ATT
Aidan Francis-Clarke,DEF
Thilo Kehrer,DEF
Luke Mbete,DEF
Paul Dummett,DEF
Josh Bowler,MIL
Esapa Osong,ATT
Sam Adrian Proctor,G
Jake Cain,MIL
Aidan Harris,G
Tyrell Malacia,DEF
Matthew Craig,MIL
Moise Kean,ATT
Bruno Jordão,MIL
Ethan Horvath,G
Chem Campbell,MIL
Layton Stewart,ATT
Regan Clayton,DEF
Ryan Oné,ATT
Javier Manquillo,DEF
Harry Arter,MIL
Aaron Charlie Bott,G
Wesley Fofana,DEF
Charlie McNeill,ATT
Leigh Kavanagh,DEF
Tom Holmes,DEF
Aymeric Laporte,DEF
Harry Boyes,DEF
Michael Golding,MIL
Wesley Okoduwa,ATT
Maksim Paskotši,DEF
Nico O'Reilly,MIL
Gustavo Scarpa,MIL
Ashley Phillips,DEF
Bobby Craig Thomas,DEF
Ziyad Larkeche,DEF
Xavier Simons,MIL
Joe Taylor,ATT
Andy Lonergan,G
Omar Richards,DEF
Callan McKenna,G
Ronnie Stutter,ATT
Euan George Pollock,ATT
Freddie Potts,MIL
Cătălin Cîrjan,MIL
Harvey Peter Davies,G
Michael Olakigbe,ATT
Shola Shoretire,ATT
James Sweet,DEF
Tyrese Francois,MIL
Luca Stephenson,MIL
Jimi Tauriainen,MIL
Tyler Morton,MIL
Jay Stansfield,ATT
Lamare Bogarde,DEF
Alex Oxlade-Chamberlain,MIL
Haydon Roberts,DEF
Aaron Connolly,ATT
Jenson Metcalfe,MIL
Khayon Edwards,ATT
Joshua Alan Powell,MIL
Owen Beck,DEF
Finn Azaz,MIL
Tristan Crama,DEF
Owen Lucas Bevan,DEF
Alex Mighten,ATT
Jacob Wright,MIL
Conor Michael John Lawless,ATT
Harvey Vale,MIL
Philippe Coutinho,MIL
Lucas Moura,ATT
Donny van de Beek,MIL
Lucas De Bolle,MIL
Jake O'Brien,DEF
Callum Latif Olusesi,MIL
Elyh Harrison,G
Halil Dervişoğlu,ATT
Daniel Edward Peter Imray,DEF
Zak Brunt,MIL
Will Swan,ATT
Joshua Keeley,G
Florin Andone,ATT
Zack Nelson,MIL
Kofi Balmer,MIL
Daniel Langley,G
Demarai Gray,ATT
Wesley Moraes,ATT
Keinan Davis,ATT
Kortney Hause,DEF
Myles Lewis-Skelly,MIL
Aleksandar Mitrović,ATT
Michał Karbownik,DEF
Matthew Cox,G
Cameron Plain,G
Stanley Mills,MIL
Casey Pettit,MIL
Brandon Austin,G
Oluwafemi Ibrahim Seriki,DEF
Samuel Bastien,MIL
Youssef Chermiti,BU
Matěj Kovář,G
Adler Nascimento,ATT
Marc Jurado,DEF
Josh Dasilva,MIL
Naby Keïta,MIL
Daniel Chesters,MIL
Remi Matthews,G
Alex Matos,ATT
Roméo Lavia,MIL
Emiliano Marcondes,MIL
Luca Barrington,ATT
Rhys Williams,DEF
Jili Buyabu,DEF
Riley-Jay Harbottle,DEF
Nathaniel Phillips,DEF
Leighton Clarkson,MIL
Tyreece John-Jules,ATT
Paulo Gazzaniga,G
Sam Amissah,DEF
Omari Kellyman,MIL
Conor Coventry,MIL
Harvey James Duke Isted,G
Josh Duffus,ATT
Joe Whitworth,G
Sergio Gómez,MIL
Lewis Gibson,DEF
Abdul Rahman Baba,DEF
Terence Kongolo,DEF
Tom McGill,G
Kaden Rodney,MIL
Kepa Arrizabalaga,G
Krisztián Hegyi,G
Loïc Mbe Soh,DEF
Lewis Orford,MIL
Gabriel Słonina,G
Emmanuel Longelo,DEF
Jamie McDonnell,MIL
Marcelo Pitaluga,G
Josh Brooking,DEF
Alfie Sean Devine,MIL
Arthur Masuaku,DEF
Enock Agyei,ATT
Renan Lodi,DEF
Hamed Junior Traorè,MIL
Harvey White,MIL
Ryan Astley,DEF
Ben Chrisene,DEF
Niels Nkounkou,DEF
Sai Sachin Rony Sachdev,DEF
Harrison Neal,MIL
Christian Saydee,ATT
Joe Anthony Gauci,G
Tyrese Shaun Hall,MIL
Keenan Appiah-Forson,MIL
Dane Scarlett,ATT
Tyrique George,ATT
Cafú,MIL
Amario Cozier-Duberry,MIL
Tino Anjorin,MIL
Brandon Williams,DEF
Jack Cork,MIL
Thiago,MIL
Jack Spong,MIL
Steven Benda,G
Gianluca Scamacca,ATT
Malachi Boateng,MIL
Harry Winks,MIL
Carl Rushworth,G
Kosta Nedeljković,DEF
André Ayew,ATT
Charlie Sayers,DEF
Rodrigo Ribeiro,ATT
Tiémoué Bakayoko,MIL
Isak Hansen-Aarøen,MIL
Lino Sousa,DEF
Ethan Ampadu,DEF
Kadan Young,ATT
Ciarán Thomas Brennan,DEF
Owen Goodman,G
Glen Rea,DEF
George Wickens,G
Yasin Ayari,MIL
Zack Steffen,G
Max Merrick,G
Dion Enrico Pereira Greives,MIL
Habeeb Ogunneye,DEF
Braian Ojeda,MIL
Tyrese Fornah,MIL
Fabinho,MIL
Yago Santiago,MIL
Nathan Redmond,MIL
Miguel Azeez,MIL
Nathan Baxter,G
Franco Umeh-Chibueze,ATT
Josh Williams,DEF
Toby Collyer,MIL
James Huntley,MIL
Rob Holding,DEF
Riyad Mahrez,ATT
Billy Crellin,G
Manuel Lanzini,MIL
Marek Rodák,G
Luizão,DEF
Conrad Egan-Riley,DEF
Louie Watson,MIL
Harvey Griffiths,MIL
Owen Hampson,MIL
Christian Chigozie,MIL
Pablo Marí,DEF
Harrison Ashby,DEF
Dovydas Sasnauskas,DEF
Emilio Ballard-Matthews,ATT
Taylan Harris,ATT
Daniel Sassi,DEF
Billy Gee,DEF
Flynn Downes,MIL
Delano McCoy-Splatt,MIL
Djed Spence,DEF
Claudio Echeverri,MIL
Zach Abbott,DEF
Ben Jackson,DEF
Max Alleyne,DEF
Owen Hesketh,MIL
Jack Wells-Morrison,MIL
Luciano D'Auria-Henry,DEF
João Cancelo,DEF
Ted Curd,G
Bertrand Traoré,MIL
Darren Randolph,G
Alex Robertson,MIL
Isaac Hayden,MIL
Ismaila Coulibaly,MIL
Andrew Moran,MIL
Matt Ritchie,MIL
Jonathan Otto,DEF
True Grant,G
Conor Coady,DEF
George Shelvey,G
Harry Kane,ATT
Alfie James Pond,DEF
Ed Turns,DEF
Joe Rodon,DEF
Cameron Peupion,MIL
Calum Scanlon,DEF
Divin Mubama,ATT
Charlie Patino,MIL
Luke Freeman,MIL
Keylor Navas,G
Thierry Nevers,ATT
Harrison Murray-Campbell,DEF
Lewis Fiorini,MIL
Joshua Tyler Neufville,MIL
Luc De Fougerolles,DEF
Noël Atom,DEF
Jack Hinchy,MIL
Adrián,G
Romain Faivre,MIL
Justin Hubner,DEF
Jadon Sancho,ATT
Arthur Okonkwo,G
Ivan Perišić,MIL
Emmanuel Dennis,ATT
Jake John Philip Burger,MIL
Benjamin Chiemela Fredrick,DEF
Ryan Fraser,MIL
Fábio Carvalho,MIL
Elijah Xavier Campbell,DEF
Gonçalo Guedes,ATT
Emiliano Buendía,MIL
Levi Laing,DEF
James Furlong,DEF
Joe Hodge,MIL
Bendegúz Bolla,DEF
Liam Delap,ATT
Ryan Fredericks,DEF
Taylor Perry,MIL
Benjamin Mendy,DEF
Travis Patterson,ATT
Reuell Walters,DEF
Jake Eastwood,G
Admiral Dalindlela Muskwe,ATT
João Félix,ATT
Elliot Thorpe,MIL
Tommi O'Reilly,MIL
Leo Castledine,MIL
Joseph Brennen Hugill,ATT
Ateef Konaté,MIL
Sonny Aljofree,DEF
Shea Charles,MIL
Kieron Bowie,ATT
Taylor Foran,DEF
David Boateng,DEF
Nathan Ferguson,DEF
Stefan Bajčetić,MIL
Zachariah Daniel Robert Marsh,ATT
Bashir Humphreys,DEF
Tom King,G
Dylan Riley Williams,DEF
Maxi Oyedele,MIL
Lewis Warrington,MIL
Lukas Bornhøft Jensen,G
Kiano Dyer,MIL
Mahamadou Susoho,MIL
Ui-Jo Hwang,ATT
Will Norris,G
David Ozoh,MIL
Ruben Loftus-Cheek,MIL
Mason Burstow,ATT
Micah Hamilton,MIL
Teddy Jenks,MIL
Scott Carson,G
Cieran Peter Slicker,G
Louie Joseph Marsh,ATT
İlkay Gündoğan,MIL
Caleb Chukwuemeka,ATT
Luke Cundle,MIL
Christian Marques,DEF
Nigel Lonwijk,DEF
Deniz Undav,ATT
Jack Colback,MIL
Axel Piesold,MIL
Melkamu Frauendorf,MIL
Charles Sagoe Jr,ATT
Fred,MIL
Taylor Harwood-Bellis,DEF
Granit Xhaka,MIL
Henrique Arthur,MIL
Steve Cook,DEF
Anthony Knockaert,MIL
Darko Churlinov,ATT
Matthew Smith,MIL
Daniel Jebbison,ATT
Vincent Angelini,G
Gavin Kilkenny,MIL
Noha Lemina,ATT
Ryan Trevitt,MIL
Val Adedokun,DEF
João Virginia,G
Kieran Tierney,DEF
Benjamin Arthur,DEF
Zidane Iqbal,MIL
Michael Dacosta,ATT
Jacob Christopher Knightbridge,G
Ben Pearson,MIL
Theo Corbeanu,MIL
Ethan Brierley,MIL
Remo Freuler,MIL
Ty Barnett,ATT
Denis Franchi,G
Lorent Tolaj,ATT
Andy Irving,MIL
Allan Saint-Maximin,ATT
